vy,Time
0,0.0
0,4.555
0,4.589
0,4.622
0,4.656
0,4.689
0,4.722
0,4.756
0,4.79
0,4.823
0,4.856
0,4.889
0,4.973
0,5.123
25.641025641025642,5.24
20.408163265306335,5.289
29.41176470588175,5.323
60.60606060606157,5.356
58.82352941176504,5.39
90.90909090908991,5.423
90.90909090908991,5.456
117.64705882353007,5.49
90.90909090909236,5.523
60.60606060605994,5.556
58.82352941176504,5.59
60.60606060605994,5.623
58.82352941176504,5.657
62.49999999999994,5.689
88.23529411764756,5.723
88.23529411764756,5.757
60.60606060605994,5.79
60.60606060605994,5.823
88.23529411764756,5.857
29.41176470588252,5.891
90.90909090908991,5.924
90.90909090909236,5.957
90.90909090908991,5.99
88.23529411764756,6.024
29.41176470588252,6.058
30.30303030302997,6.091
30.303030303030784,6.124
0,6.157
0,6.208
0,6.241
0,6.273
0,6.307
0,6.341
0,6.374
0,6.407
0,6.441
30.30303030302997,6.474
0,6.507
0,6.54
58.82352941176504,6.574
121.21212121211988,6.607
88.23529411764756,6.641
90.90909090908991,6.674
58.82352941176504,6.708
30.303030303030784,6.741
60.60606060605994,6.774
29.41176470588252,6.808
60.60606060605994,6.841
90.90909090909236,6.874
147.05882352940876,6.908
90.90909090909236,6.941
30.30303030302997,6.974
30.303030303030784,7.007
29.41176470588175,7.041
10.000000000000036,7.141
14.70588235294126,7.209
30.30303030302997,7.242
30.30303030302997,7.275
58.82352941176504,7.309
62.49999999999994,7.341
58.82352941176504,7.375
90.90909090908991,7.408
90.90909090909236,7.441
58.82352941176504,7.475
58.8235294117635,7.509
60.60606060606157,7.542
30.30303030302997,7.575
29.41176470588252,7.609
30.30303030302997,7.642
5.000000000000018,7.842
0.4163197335553705,10.244
0,11.362
0,11.495
0,11.896
0,11.929
0,11.963
0,11.996
0,12.03
0,12.063
0,12.096
0,12.13
0,12.162
0,12.197
0,12.229
28.571428571428456,12.264
0,12.314
12.195121951219402,12.396
0,12.48
0,12.514
0,12.547
0,12.58
0,12.614
0,12.648
0,12.68
0,12.713
0,12.748
0,12.78
0,12.814
0,12.848
0,12.881
0,12.913
0,12.947
0,12.997
0,13.031
0,13.064
0,13.114
0,13.147
3.7453183520599325,13.414
1.6207455429497546,14.031
14.925373134328453,14.232
3.629764065335752,14.783
31.24999999999997,14.815
29.41176470588175,14.849
30.303030303030784,14.882
14.92537313432832,14.949
8.547008547008483,15.066
20.000000000000426,15.116
30.303030303030784,15.149
30.303030303029153,15.182
58.82352941176657,15.216
30.303030303029153,15.249
30.303030303030784,15.282
10.000000000000036,15.382
9.900990099009816,15.483
121.21212121212314,15.516
-1.5772870662460603,16.15
30.303030303029153,16.183
29.411764705883286,16.217
9.999999999999858,16.317
0,16.5
0,16.533
0,16.567
0,16.6
0,16.634
0,16.668
0,16.701
0,16.734
0,16.767
0,16.801
0,16.834
0,16.867
0,16.901
0,16.935
0,16.968
0,17.001
0,17.034
14.92537313432832,17.101
0,17.151
11.904761904761957,17.235
29.411764705883286,17.269
30.303030303029153,17.302
29.411764705883286,17.336
60.60606060605831,17.369
31.24999999999997,17.401
58.82352941176657,17.435
29.411764705880213,17.469
31.24999999999997,17.501
28.571428571428456,17.536
30.30303030303242,17.569
19.999999999999716,17.619
19.999999999999716,17.669
19.999999999999716,17.719
30.30303030303242,17.752
20.408163265306335,17.801
19.607843137254157,17.852
20.408163265306335,17.901
19.607843137254157,17.952
14.925373134329112,18.019
0,18.686
0,18.719
0,18.754
0,18.786
0,18.819
0,18.853
0,18.887
0,18.92
0,18.953
0,18.986
0,19.02
0,19.054
31.24999999999997,19.086
0,19.12
0,19.153
30.303030303029153,19.186
28.571428571428456,19.221
60.60606060605831,19.254
62.49999999999994,19.286
29.411764705883286,19.32
30.303030303029153,19.353
30.30303030303242,19.386
14.92537313432832,19.453
0,19.504
12.048192771084569,19.587
0,20.055
0,20.087
0,20.121
0,20.154
0,20.187
0,20.221
0,20.254
0,20.287
0,20.321
0,20.354
0,20.388
0,20.421
0,20.454
0,20.539
0,20.589
0,20.621
0,20.654
0,20.689
0,20.789
0,21.472
0,21.522
0,21.589
0,21.757
0,21.856
0,21.923
0,22.006
0,22.089
0,22.139
0,22.19
0,22.223
0,22.322
0,22.389
0,22.423
