ball_speed,Time
0.5934718100889866,0.0
0.7836990595612269,5.055
24.096385542540446,5.104
29.850746267437845,5.138
30.303030300197424,5.171
29.850746267437845,5.204
44.77611940601929,5.238
45.45454545530713,5.271
29.850746267437845,5.304
29.411764706184467,5.338
29.850746270679526,5.372
30.303030303538083,5.405
24.096385540428106,5.438
36.14457831381067,5.488
44.77611940601929,5.521
44.77611940115676,5.555
44.77611940115676,5.588
44.77611940601929,5.622
74.62686567669881,5.655
104.47761193603245,5.689
90.90909090059228,5.722
59.70149253487569,5.755
44.77611940601929,5.789
60.60606060707617,5.822
90.90909091061425,5.855
104.47761194737835,5.888
119.40298506975138,5.922
90.90909090059228,5.955
59.70149253487569,5.988
58.823529412368934,6.022
59.70149254135905,6.056
60.60606060707617,6.089
74.6268656685946,6.122
89.55223881203858,6.156
75.7575757588452,6.189
59.70149253487569,6.222
59.70149253487569,6.256
74.6268656685946,6.289
104.47761194737835,6.323
121.21212121415233,6.356
104.47761193603245,6.389
90.90909091061425,6.423
90.90909091061425,6.455
73.52941176546118,6.489
89.55223880231352,6.523
136.36363636592137,6.556
106.06060606238329,6.589
59.70149253487569,6.622
44.77611940601929,6.656
30.303030303538083,6.689
24.096385540428106,6.722
10.869565217325972,6.772
10.86956521775579,6.906
35.714285713196794,6.956
59.70149253487569,6.99
59.70149254135905,7.023
74.6268656685946,7.057
121.21212121415233,7.09
166.66666666945946,7.123
194.02985073834597,7.156
223.88059703009645,7.19
208.9552238720649,7.223
164.17910447090813,7.257
151.5151515176904,7.29
149.2537313371892,7.323
149.25373135339763,7.357
134.32835821805787,7.39
119.40298506975138,7.424
136.3636363508884,7.457
149.2537313371892,7.49
119.4029850827181,7.524
90.90909091061425,7.557
104.47761193603245,7.59
119.4029850827181,7.624
121.21212121415233,7.657
121.21212121415233,7.69
147.05882353092235,7.723
176.47058821822458,7.758
166.66666666945946,7.791
196.96969697299755,7.824
238.80597013950276,7.857
208.9552238947567,7.891
136.36363636592137,7.924
89.55223880231352,7.957
59.70149253487569,7.991
30.303030303538083,8.024
29.850746270679526,8.057
17.094017094255214,8.091
4.608294930863833,8.174
4.608294930863833,8.525
10.928961748797262,8.608
33.374148918356724,8.708
108.65835655198887,8.742
80.37559413305397,8.775
66.74829783308914,8.809
47.913297882141954,8.842
47.19817403556222,8.875
63.32299532755296,8.909
88.34775598398497,8.942
109.25912956134566,8.975
105.5383255459216,9.008
87.02913275533149,9.042
66.74829783308914,9.075
47.19817403556222,9.109
33.87981784147362,9.142
47.19817403043666,9.175
44.77611940601929,9.209
33.87981784147362,9.242
33.37414891654457,9.275
29.850746267437845,9.309
24.096385542540446,9.342
17.038717619215834,9.392
21.10766510918432,9.425
33.37414892016888,9.459
47.19817403556222,9.492
61.53888993207918,9.526
92.16306863226626,9.559
92.16306864242647,9.592
89.55223881203858,9.625
76.10476885648627,9.659
61.53888993207918,9.692
76.10476886475098,9.726
95.82659576428391,9.759
105.5383255459216,9.792
105.5383255459216,9.826
92.16306864242647,9.859
89.55223881203858,9.892
104.47761193603245,9.926
135.1550020562338,9.959
146.99787764870902,9.993
126.64599065510592,10.026
95.5690184652447,10.06
97.0170339021234,10.093
105.5383255459216,10.126
100.12244676050663,10.16
101.63945352442086,10.193
100.1224467496337,10.226
108.65835655198887,10.26
135.1550020562338,10.293
152.27084274680746,10.327
139.69006753708146,10.359
121.26781251941213,10.393
127.5224439686046,10.427
143.73989364642586,10.46
123.07777986415836,10.493
94.39634806087332,10.527
95.82659576428391,10.56
81.59340617007184,10.593
94.39634806087332,10.626
135.15500207091114,10.66
135.15500207091114,10.693
123.07777986415836,10.727
139.69006752168178,10.76
152.20953771297255,10.793
149.99814360898375,10.827
149.25373135339763,10.86
181.57500089701034,10.894
200.2448934992674,10.927
221.88162310934166,10.961
257.12973861759866,10.994
236.67423258110645,11.027
203.00702251015022,11.06
164.41676305314402,11.094
152.20953772950196,11.128
139.69006753708146,11.161
137.20280512559324,11.194
164.1791044887374,11.227
149.99814359269448,11.261
137.20280511046778,11.294
151.5151515176904,11.327
134.32835821805787,11.36
117.64705882473787,11.394
106.06060606238329,11.428
136.36363636592137,11.46
179.72529221344192,11.494
139.69006752168178,11.527
76.10476885648627,11.56
48.507125007764856,11.594
49.08459078391768,11.645
75.7575757588452,11.678
75.7575757588452,11.711
47.19817403556222,11.744
33.37414891654457,11.778
30.303030300197424,11.811
30.303030303538083,11.844
44.117647059276706,11.877
73.52941176546118,11.912
75.7575757588452,11.945
74.6268656685946,11.978
76.10476886475098,12.012
62.471297358890155,12.045
59.70149253487569,12.078
59.70149253487569,12.112
60.60606060707617,12.145
59.70149254135905,12.178
74.6268656685946,12.212
106.06060606238329,12.245
117.64705882473787,12.278
104.47761193603245,12.313
90.90909091061425,12.345
74.6268656685946,12.379
62.471297358890155,12.412
62.471297358890155,12.445
59.70149253487569,12.478
59.70149254135905,12.512
89.55223880231352,12.545
104.47761193603245,12.579
90.90909091061425,12.612
89.55223880231352,12.645
105.53832555738269,12.679
120.33220520664003,12.712
105.5383255459216,12.746
77.25787141936709,12.779
47.913297882141954,12.812
42.854956431542035,12.845
42.21533021836864,12.878
41.5945165408124,12.912
53.814198144900246,12.946
54.62956478067283,12.979
53.81419813905622,13.012
80.37559413305397,13.046
81.59340617007184,13.079
80.37559414178246,13.112
80.37559413305397,13.146
67.75963568294723,13.179
80.37559414178246,13.212
80.37559413305397,13.246
87.02913275533149,13.279
95.5690184652447,13.313
75.7575757588452,13.346
75.7575757588452,13.379
84.43066043673728,13.412
74.62686567669881,13.446
76.10476886475098,13.479
90.78750044850517,13.513
95.82659575371981,13.546
94.39634806087332,13.579
94.39634807112444,13.613
94.39634807112444,13.646
108.65835655198887,13.68
123.07777986415836,13.713
94.39634807112444,13.747
64.28243465439967,13.78
64.28243464731307,13.813
80.37559413305397,13.846
105.53832555738269,13.88
135.15500207091114,13.913
149.99814359269448,13.947
134.3283582034703,13.98
135.15500207091114,14.014
167.3539548086719,14.047
196.96969695128325,14.08
179.10447760462705,14.113
164.85613459605582,14.147
137.20280512559324,14.18
89.55223880231352,14.213
119.4029850827181,14.247
164.85613459605582,14.28
149.99814359269448,14.314
107.13739107885509,14.347
80.37559413305397,14.38
42.92322947221862,14.414
34.07743523843167,14.464
62.471297358890155,14.497
94.39634807112444,14.53
74.6268656685946,14.564
42.21533021836864,14.597
53.81419813905622,14.631
95.82659576428391,14.664
95.82659576428391,14.697
53.81419813905622,14.73
53.814198144900246,14.764
92.16306864242647,14.797
164.85613457815305,14.83
209.48759473201628,14.864
209.48759473201628,14.897
179.72529223295948,14.931
164.1791044887374,14.964
194.60305686377475,14.998
182.44840271203142,15.031
164.1791044887374,15.064
191.74124719329598,15.098
224.37755787700098,15.132
269.0709907245012,15.165
329.7122691563061,15.199
370.5106024111066,15.232
366.4662612924385,15.264
294.18920968595387,15.298
278.82898047024764,15.33
293.012630079058,15.365
250.1948450056141,15.398
246.64879691473465,15.432
276.4892059272794,15.464
253.86288973249103,15.498
211.0766510918432,15.532
197.55158803975422,15.565
179.10447760462705,15.598
179.72529221344192,15.632
169.3990892073681,15.665
108.65835655198887,15.698
66.74829784033776,15.732
67.75963568294723,15.765
63.32299532755296,15.798
66.74829783308914,15.832
62.471297358890155,15.865
74.62686567669881,15.898
76.10476885648627,15.932
76.10476885648627,15.965
80.37559414178246,15.999
75.7575757588452,16.032
74.6268656685946,16.065
59.70149253487569,16.099
60.60606060707617,16.132
60.60606060707617,16.165
59.70149253487569,16.198
58.823529412368934,16.232
59.70149254135905,16.266
81.59340617007184,16.299
88.34775597424536,16.332
53.81419813905622,16.365
33.37414892016888,16.399
22.360679775323288,16.432
70.01057239305341,16.499
149.99814360898375,16.533
136.36363636592137,16.566
106.06060605069098,16.599
89.55223880231352,16.632
119.4029850827181,16.666
164.1791044887374,16.699
194.02985073834597,16.733
242.42424242830467,16.766
194.02985075941692,16.799
134.3283582034703,16.833
151.51515150098712,16.866
134.3283582034703,16.899
113.66825531910425,16.933
170.1754365934927,16.966
223.8805970057838,17.0
236.67423260719784,17.033
206.08288649944484,17.066
166.87074458272284,17.099
158.3872002114653,17.133
163.1868123401437,17.167
149.22511821153242,17.199
147.05882353092235,17.233
170.17543657501224,17.267
142.9391080638589,17.3
120.33220520664003,17.333
153.6661215009941,17.367
155.99439606097746,17.4
107.62839627811243,17.433
95.56901847562314,17.467
122.15542043081282,17.5
141.59452209130998,17.533
141.59452210668664,17.567
127.5224439686046,17.6
113.66825530676027,17.634
143.73989363057973,17.667
166.87074458272284,17.7
123.07777987752415,17.734
124.94259471778031,17.767
179.72529221344192,17.8
164.1791044887374,17.834
121.21212121415233,17.867
134.3283582034703,17.9
134.3283582034703,17.934
139.69006753708146,17.967
146.99787764870902,18.0
174.69701358569694,18.034
202.1464252174227,18.067
166.8707446008444,18.1
179.72529221344192,18.134
194.60305686377475,18.167
164.85613457815305,18.201
166.66666666945946,18.234
179.10447762407716,18.267
164.85613457815305,18.301
152.27084274680746,18.334
149.25373135339763,18.367
134.3283582034703,18.401
121.2121212007897,18.434
119.40298506975138,18.467
164.1791044887374,18.501
179.72529223295948,18.534
137.60514114800645,18.568
133.49659566617828,18.601
153.6661215009941,18.635
155.99439607817456,18.668
161.44259443470074,18.701
177.6918525546866,18.735
187.4138920766705,18.769
199.28706724524707,18.801
196.3126333944603,18.835
154.51574283873418,18.868
137.60514114800645,18.901
152.20953771297255,18.935
181.57500091672875,18.968
196.20094212152026,19.002
220.6093905879548,19.036
253.98567597759248,19.068
278.82898047024764,19.102
294.18920965352197,19.135
246.15555972831672,19.168
217.31671312757757,19.202
184.61666981628625,19.235
152.20953771297255,19.269
137.20280512559324,19.302
90.90909091061425,19.335
61.53888993207918,19.368
76.10476885648627,19.402
60.60606060707617,19.435
44.77611940601929,19.468
76.10476885648627,19.502
108.65835655198887,19.535
94.39634807112444,19.569
67.75963568294723,19.602
53.81419813905622,19.635
33.37414891654457,19.669
21.10766510918432,19.702
21.107665111476535,19.736
30.303030303538083,19.769
45.45454545530713,19.802
61.538889938762075,19.835
61.53888993207918,19.869
59.70149253487569,19.902
59.70149253487569,19.936
44.77611940115676,19.969
21.107665111476535,20.003
21.107665111476535,20.036
45.45454545530713,20.07
77.25787141936709,20.102
61.53888993207918,20.136
30.303030300197424,20.169
33.37414891654457,20.202
24.17459081013325,20.236
12.086853932583413,20.319
11.976047904099783,20.421
20.202020201616353,20.486
29.850746270679526,20.52
24.096385542540446,20.553
11.976047904099783,20.603
10.869565217325972,20.72
40.00000000058208,20.787
90.90909091061425,20.82
74.6268656685946,20.853
74.62686567669881,20.887
74.6268656685946,20.92
59.70149253487569,20.954
60.60606060707617,20.987
45.45454545530713,21.02
30.303030303538083,21.053
29.850746267437845,21.086
29.850746270679526,21.12
29.850746270679526,21.153
44.77611940115676,21.187
44.77611940115676,21.22
29.850746267437845,21.254
24.096385542540446,21.287
17.038717619215834,21.337
17.038717619215834,21.37
16.835875742023525,21.42
21.10766510918432,21.454
90.90909091061425,21.487
179.72529221344192,21.52
133.16742850338872,21.554
44.77611940601929,21.588
29.850746270679526,21.621
47.913297882141954,21.655
47.19817403043666,21.687
29.850746267437845,21.722
21.757131728037503,21.754
21.10766510918432,21.787
24.17459081013325,21.821
38.22338423129809,21.904
65.7667052212576,21.938
53.81419813905622,21.972
33.87981784147362,22.005
42.85495643626644,22.038
88.34775598398497,22.071
80.37559414178246,22.104
47.19817403043666,22.138
42.854956431542035,22.171
33.37414891654457,22.204
23.529411764947575,22.238
16.835875743481825,22.289
21.42747821813322,22.322
20.00000000029104,22.355
15.037593984778132,22.422
29.99999999825377,22.488
59.70149254135905,22.522
45.45454545530713,22.555
44.77611940115676,22.588
104.47761194737835,22.622
151.5151515176904,22.655
134.3283582034703,22.688
74.6268656685946,22.722
30.303030303538083,22.755
23.80952381086021,22.788
35.714285713196794,22.839
45.45454545530713,22.872
29.850746270679526,22.905
29.850746267437845,22.939
15.037593984778132,22.972
11.976047904099783,23.072
11.976047904099783,23.139
15.037593984778132,23.239
44.77611940115676,23.272
44.77611940601929,23.306
30.303030303538083,23.339
24.096385542540446,23.372
16.949152542055174,23.422
17.09401709319218,23.49
17.241379311158074,23.539
14.925373134529343,23.606
19.801980197551902,23.673
24.096385542540446,23.707
13.4228187921613,23.756
0.0,23.856
2.923976608182407,24.307
0.6838556878015342,24.54
0.947640893068271,26.375
3.2573289902206017,27.877
59.70149253487569,27.91
58.823529412368934,27.944
60.60606060707617,27.978
60.60606060707617,28.01
74.6268656685946,28.044
90.90909091061425,28.077
89.55223881203858,28.11
61.53888993207918,28.144
62.471297358890155,28.177
59.70149254135905,28.21
33.37414891654457,28.244
47.19817403043666,28.277
44.77611940115676,28.311
21.42747821813322,28.344
21.107665111476535,28.377
60.633906259706066,28.411
90.78750044850517,28.445
81.59340617007184,28.478
63.32299533442961,28.511
53.81419813905622,28.545
62.47129735200321,28.578
77.25787141936709,28.611
66.74829784033776,28.644
33.37414891654457,28.678
21.10766510918432,28.711
47.19817403556222,28.745
47.19817403556222,28.778
33.37414891654457,28.812
33.87981783773865,28.845
30.303030303538083,28.878
104.47761194737835,28.911
117.64705882473787,28.945
59.70149253487569,28.979
36.14457831381067,29.012
0.0,29.062
4.246887574617517,29.228
15.000000000218279,29.395
44.77611940601929,29.428
44.117647059276706,29.462
47.913297882141954,29.496
22.360679773696333,29.528
16.949152542055174,29.596
17.241379311158074,29.646
10.928961748362735,29.712
8.547008546861848,29.829
13.333333333850735,29.946
30.303030303538083,29.979
33.37414891654457,30.012
32.8833526106288,30.046
26.619856874185864,30.08
19.276448081594882,30.13
0.0,30.196
19.999999999805976,30.313
75.7575757588452,30.346
74.62686567669881,30.379
74.6268656685946,30.413
75.7575757588452,30.446
74.62686567669881,30.479
89.55223880231352,30.513
104.47761193603245,30.546
104.47761193603245,30.58
104.47761193603245,30.613
88.23529411855341,30.647
59.70149254135905,30.681
75.7575757588452,30.714
90.90909091061425,30.747
90.90909091061425,30.78
75.75757575049356,30.813
74.6268656685946,30.846
89.55223881203858,30.88
74.62686567669881,30.913
58.823529412368934,30.947
47.913297882141954,30.981
47.913297882141954,31.013
58.823529412368934,31.047
75.75757575049356,31.081
38.56436170835761,31.113
11.976047904621563,31.163
13.245033112756376,31.28
44.77611940115676,31.314
45.45454545029614,31.347
24.096385542540446,31.38
23.80952381086021,31.43
29.850746267437845,31.464
30.303030303538083,31.497
29.850746270679526,31.53
17.09401709319218,31.564
9.999999999781721,31.647
9.21658986188218,31.764
5.698005697966956,31.864
5.714285714309472,32.115
11.976047904621563,32.214
20.00000000029104,32.282
30.303030303538083,32.314
29.850746267437845,32.348
44.77611940115676,32.381
49.50495049387976,32.415
70.00000000101863,32.482
60.240963856351115,32.515
17.09401709319218,32.565
9.035079029090078,32.632
15.772870662686474,32.915
74.6268656685946,32.949
61.53888993207918,32.982
33.37414892016888,33.016
30.303030303538083,33.049
33.87981783773865,33.082
47.19817403043666,33.115
44.77611940601929,33.149
45.45454545530713,33.182
58.823529412368934,33.215
58.823529412368934,33.25
60.60606060707617,33.283
60.60606060707617,33.316
59.70149253487569,33.349
44.77611940115676,33.383
30.303030303538083,33.416
33.87981784147362,33.449
33.37414891654457,33.482
44.117647059276706,33.516
44.77611940601929,33.55
47.913297882141954,33.583
61.53888993207918,33.616
59.70149253487569,33.65
45.45454545530713,33.683
45.45454545530713,33.716
44.77611940115676,33.749
44.117647059276706,33.783
62.471297358890155,33.817
47.913297882141954,33.849
44.77611940115676,33.883
44.77611940115676,33.916
44.77611940601929,33.95
47.913297882141954,33.983
42.21533021836864,34.016
33.37414892016888,34.05
21.107665111476535,34.083
21.10766510918432,34.117
24.096385540428106,34.15
17.038717619215834,34.2
14.142135623936746,34.233
14.142135623936746,34.3
9.950248756172801,34.333
9.999999999781721,34.501
29.850746270679526,34.533
29.850746270679526,34.568
30.303030303538083,34.6
23.809523808797863,34.634
19.999999998835847,34.684
24.096385542540446,34.734
30.303030303538083,34.767
29.850746267437845,34.8
23.80952381086021,34.834
10.869565217325972,34.884
5.656854249492381,35.018
9.42809041572917,35.134
9.467897186060272,35.168
11.428571428618945,35.468
23.809523808797863,35.518
30.303030303538083,35.552
33.87981784147362,35.584
60.633906259706066,35.618
90.78750044850517,35.652
77.25787141936709,35.685
44.77611940601929,35.718
33.37414891654457,35.752
33.87981784147362,35.785
30.303030303538083,35.818
33.37414891654457,35.851
26.619856874185864,35.885
26.619856874185864,35.935
33.37414892016888,35.969
21.107665111476535,36.002
21.10766510918432,36.036
21.42747821813322,36.069
21.42747821813322,36.102
26.940578040220124,36.135
19.111692115649046,36.185
20.00000000029104,36.252
42.21533021836864,36.285
42.21533022295307,36.319
30.303030303538083,36.352
29.850746267437845,36.385
23.809523808797863,36.419
13.333333333203983,36.469
21.08185106860728,36.569
71.42857143258063,36.619
105.5383255459216,36.653
92.16306863226626,36.686
47.913297882141954,36.719
33.37414892016888,36.752
33.37414891654457,36.786
33.37414891654457,36.819
20.00000000029104,36.853
12.048192771270223,36.919
9.21658986188218,37.019
9.3656527310704,37.136
21.10766510918432,37.17
33.87981783773865,37.203
42.21533021836864,37.236
53.814198144900246,37.27
54.62956478067283,37.303
53.81419813905622,37.336
61.538889938762075,37.37
47.19817403556222,37.403
42.21533021836864,37.437
54.62956477465037,37.47
53.81419813905622,37.503
53.814198144900246,37.537
66.74829784033776,37.57
74.6268656685946,37.604
75.7575757588452,37.637
74.6268656685946,37.67
63.32299532755296,37.704
53.814198144900246,37.737
54.62956478067283,37.771
42.85495643626644,37.803
33.37414891654457,37.837
33.37414891654457,37.87
42.21533022295307,37.904
33.87981784147362,37.937
22.360679773696333,37.97
35.69852747899796,38.037
140.80568854769984,38.071
194.0340678042468,38.104
151.5151515176904,38.137
100.1224467496337,38.17
66.74829783308914,38.204
47.19817403556222,38.237
32.8833526106288,38.271
21.266369358733307,38.305
16.93990892073681,38.404
33.37414891654457,38.437
33.37414891654457,38.471
21.107665111476535,38.504
26.619856874185864,38.538
26.619856874185864,38.588
59.70149254135905,38.622
75.7575757588452,38.655
60.60606060039485,38.688
75.7575757588452,38.721
74.62686567669881,38.754
58.823529412368934,38.788
45.45454545530713,38.822
30.303030303538083,38.854
29.411764706184467,38.888
23.809523808797863,38.922
24.096385540428106,38.972
152.27084274680746,39.005
69.31988314048328,39.038
22.388059701794013,39.138
59.70149253487569,39.172
45.45454545029614,39.205
44.77611940115676,39.238
44.77611940601929,39.272
44.77611940601929,39.305
63.32299532755296,39.339
81.59340617007184,39.372
66.74829784033776,39.405
63.32299532755296,39.439
53.81419813905622,39.472
53.81419813905622,39.506
43.440376813489365,39.539
26.940578042581794,39.589
21.42747821813322,39.622
33.37414892016888,39.655
87.02913275533149,39.689
