y,Time
0,0.0
2,0.601
3,0.651
4,0.934
4,1.085
4,1.152
4,1.201
4,1.235
4,1.268
4,1.302
4,1.335
4,1.368
3,1.402
3,1.435
3,1.469
3,1.501
3,1.535
3,1.585
3,1.635
3,1.752
3,1.952
3,2.003
3,2.036
3,2.069
3,2.102
3,2.135
3,2.169
3,2.269
3,2.403
3,2.553
3,2.586
3,2.62
3,2.653
3,2.686
3,2.72
3,2.753
3,2.786
3,2.819
3,2.853
3,2.886
3,2.92
3,2.953
3,2.986
3,3.02
3,3.053
3,3.087
3,3.12
3,3.154
3,3.186
3,3.221
3,3.254
3,3.287
3,3.321
3,3.354
3,3.387
3,3.42
3,3.454
3,3.487
3,3.52
3,3.554
3,3.587
3,3.621
3,3.654
3,3.687
3,3.721
3,3.754
3,3.787
3,3.821
3,3.854
4,3.888
5,3.938
6,3.971
8,4.005
10,4.038
12,4.071
15,4.105
18,4.138
20,4.172
22,4.205
23,4.237
24,4.271
25,4.305
26,4.405
26,4.688
26,4.722
26,4.755
26,4.788
26,4.821
26,4.855
26,4.889
26,4.922
26,4.955
26,4.989
26,5.022
27,5.055
27,5.089
27,5.122
27,5.155
27,5.189
28,5.222
28,5.255
28,5.289
28,5.322
29,5.356
29,5.389
29,5.422
30,5.456
30,5.489
31,5.522
33,5.556
34,5.589
35,5.623
36,5.656
38,5.689
39,5.723
40,5.756
41,5.789
42,5.823
42,5.856
43,5.889
43,5.923
43,5.973
44,6.006
44,6.04
44,6.073
44,6.106
45,6.139
45,6.173
45,6.206
45,6.24
45,6.273
45,6.307
46,6.34
47,6.373
48,6.406
49,6.441
49,6.473
50,6.507
50,6.54
51,6.574
51,6.607
51,6.657
52,6.691
52,6.724
52,6.757
53,6.791
53,6.824
54,6.857
54,6.89
55,6.924
56,6.957
56,6.991
57,7.024
57,7.057
58,7.091
58,7.124
59,7.157
59,7.191
59,7.224
59,7.258
60,7.291
61,7.325
62,7.358
63,7.391
65,7.425
67,7.458
69,7.491
71,7.525
72,7.558
73,7.591
74,7.625
74,7.658
75,7.692
75,7.725
76,7.758
77,7.791
77,7.825
78,7.858
79,7.891
80,7.925
81,7.958
82,7.992
83,8.025
84,8.058
84,8.091
85,8.125
85,8.158
86,8.192
87,8.225
87,8.258
87,8.292
88,8.325
88,8.375
88,8.492
88,8.626
88,8.776
88,8.842
88,8.875
88,8.909
88,8.942
88,8.976
88,9.009
88,9.042
88,9.076
88,9.109
88,9.143
88,9.176
88,9.209
88,9.243
88,9.276
88,9.309
88,9.343
88,9.376
88,9.41
88,9.443
88,9.476
88,9.511
88,9.543
88,9.576
88,9.611
88,9.643
88,9.677
88,9.711
88,9.743
88,9.777
88,9.811
88,9.843
88,9.877
87,9.911
87,9.943
86,9.977
85,10.011
85,10.044
88,10.077
88,10.11
88,10.144
88,10.177
88,10.21
88,10.243
88,10.277
88,10.311
88,10.377
88,10.444
88,10.544
88,10.644
90,10.694
91,10.994
91,11.244
92,11.278
93,11.312
94,11.346
96,11.378
97,11.411
99,11.445
100,11.478
101,11.512
102,11.545
103,11.612
103,11.645
104,11.679
105,11.712
106,11.745
107,11.795
108,11.828
109,11.862
110,11.929
111,11.978
112,12.012
112,12.046
113,12.079
113,12.112
113,12.146
114,12.179
114,12.212
114,12.246
114,12.312
114,12.362
114,12.396
114,12.43
114,12.463
114,12.496
114,12.529
114,12.562
114,12.596
114,12.629
114,12.663
114,12.696
114,12.729
114,12.763
114,12.796
114,12.829
114,12.863
114,12.896
114,12.93
114,12.963
114,12.996
114,13.03
114,13.064
114,13.096
114,13.13
114,13.163
114,13.196
114,13.231
114,13.263
114,13.297
114,13.331
115,13.364
115,13.397
115,13.431
115,13.481
116,13.513
118,13.547
119,13.581
121,13.614
123,13.647
125,13.68
128,13.714
131,13.748
134,13.781
138,13.814
143,13.847
147,13.881
150,13.914
152,13.947
156,13.981
159,14.014
162,14.048
164,14.081
165,14.114
166,14.148
167,14.181
168,14.213
169,14.264
170,14.365
170,14.398
171,14.465
172,14.498
173,14.565
173,14.615
174,14.682
175,14.799
175,14.832
175,15.065
175,15.165
176,15.198
176,15.233
176,15.265
176,15.299
177,15.332
177,15.365
177,15.399
178,15.432
178,15.465
179,15.5
180,15.532
182,15.565
183,15.599
185,15.632
187,15.666
189,15.699
192,15.732
197,15.766
201,15.8
204,15.832
206,15.866
209,15.899
212,15.933
215,15.966
219,15.999
223,16.033
227,16.066
231,16.099
236,16.134
240,16.166
244,16.201
247,16.233
251,16.266
255,16.299
261,16.333
265,16.366
270,16.4
276,16.433
281,16.467
286,16.5
291,16.533
295,16.567
301,16.601
307,16.634
313,16.667
317,16.701
324,16.733
331,16.767
339,16.801
346,16.834
352,16.867
357,16.901
364,16.934
370,16.967
375,17.001
382,17.034
388,17.067
395,17.1
401,17.134
408,17.167
415,17.201
421,17.234
426,17.267
433,17.302
439,17.335
443,17.368
451,17.401
457,17.434
462,17.468
468,17.501
473,17.534
476,17.567
480,17.601
484,17.634
488,17.668
491,17.701
494,17.734
496,17.768
497,17.802
498,17.835
500,17.868
501,17.901
502,17.951
503,18.068
503,18.151
503,18.251
503,18.285
503,18.318
503,18.352
503,18.385
503,18.435
503,18.468
503,18.503
503,18.535
503,18.568
503,18.602
503,18.669
503,18.735
503,18.852
503,18.902
504,18.969
505,19.003
506,19.036
508,19.069
510,19.102
513,19.136
516,19.169
520,19.203
523,19.236
528,19.269
533,19.303
536,19.336
539,19.369
543,19.403
547,19.436
552,19.469
556,19.503
561,19.537
565,19.569
569,19.603
572,19.636
575,19.669
579,19.703
581,19.736
584,19.77
586,19.803
587,19.837
588,19.87
589,19.903
590,19.937
591,19.97
592,20.053
593,20.187
593,20.704
593,20.771
594,20.804
594,20.837
594,20.871
594,20.904
594,20.937
594,20.971
594,21.004
595,21.038
595,21.071
595,21.105
595,21.138
595,21.171
596,21.205
598,21.238
600,21.271
602,21.305
603,21.338
605,21.372
607,21.405
608,21.438
611,21.472
613,21.505
615,21.538
616,21.572
619,21.605
620,21.638
622,21.672
623,21.705
625,21.739
627,21.772
629,21.805
632,21.838
634,21.872
637,21.905
638,21.938
639,21.972
640,22.005
641,22.105
640,22.239
640,22.406
640,22.473
640,22.506
640,22.539
640,22.573
640,22.606
640,22.639
640,22.672
640,22.706
640,22.739
641,22.773
642,22.806
643,22.839
644,22.873
646,22.906
648,22.939
649,22.973
652,23.006
654,23.04
656,23.073
658,23.106
660,23.14
663,23.173
665,23.206
667,23.241
668,23.273
670,23.307
671,23.341
672,23.374
674,23.407
675,23.441
677,23.473
678,23.507
680,23.541
682,23.574
684,23.607
685,23.641
686,23.674
687,23.707
689,23.741
690,23.774
691,23.807
692,23.841
693,23.907
694,23.974
695,24.057
695,24.174
695,24.425
695,24.491
695,24.525
695,24.558
695,24.592
695,24.625
695,24.658
696,24.691
696,24.725
696,24.758
696,24.792
696,24.825
697,24.859
697,24.892
699,24.925
703,24.958
708,24.992
715,25.025
720,25.059
723,25.092
725,25.126
726,25.159
727,25.192
728,25.225
729,25.309
730,25.375
732,25.409
735,25.442
738,25.475
741,25.509
745,25.542
749,25.575
752,25.609
755,25.642
756,25.676
758,25.709
761,25.743
763,25.776
765,25.81
766,25.842
767,25.892
767,26.009
767,26.043
767,26.076
767,26.109
767,26.143
767,26.176
767,26.209
767,26.243
767,26.277
767,26.31
767,26.343
767,26.376
767,26.41
767,26.443
768,26.477
769,26.51
770,26.544
771,26.576
773,26.611
774,26.643
775,26.677
776,26.711
776,26.743
777,26.793
777,26.843
778,26.944
779,26.977
781,27.011
782,27.044
785,27.077
788,27.111
790,27.144
792,27.177
793,27.211
794,27.244
795,27.294
796,27.327
797,27.377
798,27.411
799,27.461
800,27.495
801,27.528
802,27.561
804,27.595
807,27.628
808,27.661
810,27.694
811,27.728
812,27.762
813,27.795
814,27.894
814,28.062
815,28.178
816,28.395
816,28.462
816,28.512
817,28.545
817,28.579
817,28.612
817,28.646
818,28.679
818,28.729
818,28.779
818,28.845
818,28.913
818,28.945
818,28.979
818,29.012
818,29.046
818,29.113
819,29.246
820,29.379
821,29.479
822,29.513
824,29.546
826,29.579
828,29.613
831,29.646
834,29.679
837,29.713
841,29.746
847,29.78
852,29.813
856,29.846
859,29.88
862,29.913
864,29.946
865,29.98
866,30.013
869,30.047
875,30.081
881,30.114
887,30.147
892,30.181
896,30.213
898,30.247
900,30.281
901,30.313
902,30.381
903,30.464
906,30.497
908,30.531
908,30.681
908,30.714
908,30.747
908,30.78
908,30.814
908,30.847
908,30.881
908,30.914
908,30.964
908,31.064
908,31.131
908,31.181
908,31.231
908,31.348
912,31.415
919,31.448
925,31.482
929,31.515
932,31.548
935,31.581
937,31.615
938,31.648
940,31.682
941,31.715
944,31.749
946,31.782
951,31.815
957,31.849
962,31.882
965,31.915
968,31.948
970,31.982
973,32.015
976,32.049
978,32.082
980,32.115
983,32.149
986,32.182
989,32.216
992,32.249
995,32.282
996,32.316
999,32.349
1003,32.382
1007,32.416
1010,32.449
1013,32.482
1015,32.516
1018,32.549
1021,32.582
1023,32.616
1027,32.649
1030,32.684
1033,32.716
1035,32.749
1036,32.783
1038,32.816
1040,32.85
1042,32.883
1044,32.916
1048,32.95
1052,32.983
1056,33.016
1059,33.05
1062,33.083
1065,33.116
1066,33.15
1067,33.183
1067,33.216
1068,33.25
1068,33.283
1068,33.316
1068,33.351
1068,33.383
1068,33.417
1068,33.45
1068,33.483
1068,33.534
1069,33.617
1070,33.733
1072,33.784
1074,33.817
1079,33.851
1081,33.884
1084,33.917
1085,33.951
1086,33.984
1087,34.017
1088,34.084
1089,34.151
1090,34.184
1093,34.217
1095,34.251
1097,34.284
1100,34.317
1102,34.351
1104,34.385
1106,34.418
1108,34.451
1110,34.485
1113,34.518
1115,34.551
1118,34.585
1121,34.618
1123,34.651
1126,34.685
1128,34.718
1130,34.751
1133,34.785
1134,34.818
1136,34.852
1137,34.885
1139,34.918
1140,34.951
1142,34.985
1143,35.018
1146,35.052
1149,35.085
1152,35.118
1155,35.152
1157,35.185
1159,35.218
1161,35.252
1163,35.285
1165,35.318
1166,35.352
1169,35.386
1172,35.419
1176,35.452
1178,35.485
1181,35.519
1183,35.552
1186,35.585
1188,35.62
1190,35.652
1192,35.685
1194,35.719
1195,35.752
1196,35.786
1198,35.819
1199,35.853
1200,35.886
1201,35.919
1202,35.953
1203,35.986
1204,36.019
1205,36.053
1205,36.086
1206,36.119
1206,36.153
1207,36.186
1207,36.219
1207,36.253
1208,36.286
1208,36.319
1208,36.353
1209,36.453
1209,36.486
1210,36.536
1212,36.57
1213,36.603
1214,36.636
1216,36.67
1217,36.703
1219,36.736
1221,36.77
1222,36.803
1223,36.837
1224,36.871
1226,36.903
1227,36.937
1229,36.97
1230,37.003
1231,37.037
1232,37.071
1233,37.104
1234,37.137
1236,37.171
1237,37.204
1238,37.237
1239,37.27
1240,37.304
1240,37.337
1240,37.371
1240,37.404
1241,37.438
1241,37.471
1241,37.504
1241,37.538
1242,37.571
1242,37.605
1242,37.655
1243,37.688
1243,37.738
1244,37.771
1245,37.805
1246,37.838
1247,37.871
1248,37.905
1248,37.938
1249,37.971
1250,38.005
1251,38.038
1252,38.071
1253,38.105
1255,38.138
1256,38.172
1257,38.205
1258,38.238
1259,38.272
1260,38.305
1261,38.355
1262,38.388
1264,38.422
1265,38.455
1266,38.488
1268,38.522
1270,38.555
1271,38.589
1274,38.622
1275,38.655
1276,38.689
1277,38.722
1278,38.755
1279,38.789
1280,38.822
1281,38.856
1283,38.889
1284,38.922
1286,38.957
1287,38.989
1288,39.022
1289,39.073
