x,Time
0,0.0
5,4.555
16,4.589
27,4.622
38,4.656
49,4.689
55,4.722
60,4.756
66,4.79
68,4.823
70,4.856
71,4.889
72,4.973
71,5.123
70,5.24
70,5.289
70,5.323
70,5.356
70,5.39
70,5.423
70,5.456
70,5.49
71,5.523
71,5.556
71,5.59
71,5.623
72,5.657
72,5.689
72,5.723
72,5.757
72,5.79
72,5.823
72,5.857
72,5.891
72,5.924
72,5.957
73,5.99
74,6.024
75,6.058
77,6.091
78,6.124
79,6.157
80,6.208
81,6.241
83,6.273
86,6.307
89,6.341
92,6.374
94,6.407
96,6.441
99,6.474
101,6.507
103,6.54
104,6.574
106,6.607
107,6.641
107,6.674
108,6.708
108,6.741
108,6.774
108,6.808
108,6.841
108,6.874
108,6.908
108,6.941
108,6.974
108,7.007
108,7.041
108,7.141
108,7.209
108,7.242
108,7.275
108,7.309
108,7.341
108,7.375
108,7.408
108,7.441
108,7.475
108,7.509
108,7.542
108,7.575
108,7.609
108,7.642
108,7.842
108,10.244
109,11.362
110,11.495
112,11.896
115,11.929
120,11.963
123,11.996
126,12.03
128,12.063
130,12.096
133,12.13
136,12.162
139,12.197
141,12.229
143,12.264
144,12.314
145,12.396
146,12.48
148,12.514
153,12.547
158,12.58
161,12.614
165,12.648
168,12.68
169,12.713
171,12.748
172,12.78
174,12.814
178,12.848
182,12.881
184,12.913
185,12.947
186,12.997
187,13.031
188,13.064
189,13.114
191,13.147
191,13.414
191,14.031
191,14.232
191,14.783
191,14.815
191,14.849
191,14.882
191,14.949
191,15.066
191,15.116
191,15.149
191,15.182
191,15.216
191,15.249
191,15.282
191,15.382
191,15.483
191,15.516
191,16.15
191,16.183
191,16.217
191,16.317
195,16.5
199,16.533
205,16.567
211,16.6
216,16.634
219,16.668
222,16.701
225,16.734
227,16.767
230,16.801
232,16.834
236,16.867
241,16.901
245,16.935
248,16.968
250,17.001
251,17.034
252,17.101
253,17.151
254,17.235
254,17.269
254,17.302
254,17.336
254,17.369
254,17.401
254,17.435
254,17.469
254,17.501
254,17.536
254,17.569
254,17.619
254,17.669
254,17.719
254,17.752
254,17.801
254,17.852
254,17.901
254,17.952
254,18.019
257,18.686
260,18.719
263,18.754
265,18.786
267,18.819
269,18.853
271,18.887
274,18.92
275,18.953
277,18.986
278,19.02
280,19.054
282,19.086
284,19.12
287,19.153
288,19.186
290,19.221
292,19.254
292,19.286
293,19.32
293,19.353
293,19.386
293,19.453
292,19.504
292,19.587
294,20.055
297,20.087
298,20.121
299,20.154
300,20.187
301,20.221
302,20.254
303,20.287
304,20.321
305,20.354
306,20.388
307,20.421
308,20.454
307,20.539
305,20.589
304,20.621
303,20.654
302,20.689
301,20.789
304,21.472
305,21.522
306,21.589
307,21.757
308,21.856
309,21.923
310,22.006
311,22.089
312,22.139
313,22.19
314,22.223
315,22.322
316,22.389
317,22.423
318,22.473
319,22.523
320,22.59
321,22.656
322,22.706
323,22.757
324,22.84
324,23.174
324,23.24
324,23.273
324,23.307
324,23.357
324,23.474
328,24.091
331,24.125
333,24.159
335,24.192
337,24.225
339,24.259
340,24.291
