y,Time
0,0.0
2,1.117
3,1.15
4,1.233
5,1.334
6,1.401
7,1.501
8,1.551
9,1.601
10,1.634
11,1.668
13,1.701
15,1.735
16,1.768
18,1.802
19,1.835
20,1.868
21,1.901
23,1.935
24,1.968
25,2.018
26,2.068
27,2.101
28,2.151
29,2.185
30,2.219
31,2.251
32,2.285
33,2.368
32,2.502
31,2.535
30,2.568
29,2.602
28,2.635
27,2.668
26,2.702
25,2.735
23,2.769
22,2.802
21,2.835
19,2.868
18,2.902
16,2.935
15,2.969
14,3.002
13,3.036
12,3.085
11,3.119
10,3.152
9,3.185
8,3.236
7,3.269
6,3.303
5,3.336
4,3.369
3,3.419
2,3.469
0,3.57
1,3.937
2,4.003
3,4.47
4,5.905
5,6.072
5,6.155
6,6.189
6,6.222
6,6.256
6,6.289
6,6.339
6,6.389
6,6.423
6,6.456
6,6.489
6,6.522
6,6.556
6,6.59
6,6.624
5,6.656
5,6.707
5,6.756
5,6.79
5,6.823
5,6.856
5,6.89
5,6.923
5,6.957
5,6.99
5,7.023
5,7.056
5,7.09
5,7.123
5,7.156
5,7.19
6,7.223
7,7.307
7,7.34
8,7.374
9,7.407
10,7.44
12,7.474
13,7.507
15,7.541
16,7.574
17,7.607
18,7.641
19,7.674
19,7.707
20,7.741
21,7.774
21,7.807
22,7.84
23,7.873
23,7.908
24,7.941
25,7.975
26,8.025
27,8.075
28,8.108
30,8.141
32,8.175
34,8.209
36,8.241
37,8.275
39,8.309
40,8.341
42,8.375
43,8.409
44,8.442
45,8.475
46,8.508
48,8.542
49,8.591
50,8.675
51,8.742
52,8.792
53,8.875
54,9.026
55,9.092
56,9.125
56,9.16
57,9.192
58,9.226
59,9.26
61,9.293
63,9.325
65,9.358
67,9.392
70,9.426
72,9.459
75,9.492
77,9.526
79,9.559
81,9.592
84,9.626
86,9.659
88,9.692
91,9.725
93,9.759
94,9.793
96,9.826
97,9.859
97,9.893
98,9.925
99,9.959
100,9.993
101,10.026
102,10.06
102,10.143
101,10.242
101,11.995
102,27.243
103,27.277
106,27.31
109,27.343
112,27.377
114,27.41
116,27.444
118,27.477
120,27.51
121,27.56
122,27.593
123,27.626
124,27.66
126,27.694
128,27.728
130,27.76
131,27.795
132,27.828
133,27.861
134,27.894
134,27.928
135,27.961
135,27.995
135,28.061
135,28.095
135,28.128
134,28.162
134,28.195
133,28.227
132,28.261
132,28.295
132,28.327
131,28.361
131,28.395
131,28.428
131,28.462
131,28.495
131,28.528
131,28.561
131,28.595
132,28.628
132,28.662
133,28.695
134,28.728
135,28.761
136,28.795
137,28.828
137,28.878
137,28.995
137,29.062
137,29.111
137,29.162
137,29.212
137,29.262
137,29.296
137,29.329
137,29.363
137,29.395
137,29.43
138,29.463
138,29.496
139,29.579
140,29.679
141,29.762
141,29.797
141,29.847
142,29.88
142,29.912
143,29.945
143,29.98
144,30.012
144,30.046
145,30.08
145,30.114
145,30.147
146,30.18
146,30.213
146,30.247
147,30.28
147,30.313
147,30.346
147,30.38
148,30.413
149,30.496
149,30.53
150,30.563
152,30.596
154,30.63
155,30.663
157,30.697
158,30.73
159,30.763
160,30.797
161,30.83
161,30.863
162,30.898
162,30.931
162,30.963
163,30.997
163,31.031
163,31.065
164,31.098
164,31.131
164,31.163
165,31.197
166,31.231
166,31.264
167,31.297
168,31.331
169,31.364
170,31.414
171,31.48
171,31.514
172,31.547
173,31.582
173,31.615
174,31.647
174,31.681
175,31.714
175,31.748
176,31.815
177,31.897
178,31.932
179,31.981
180,32.065
180,32.265
180,32.299
180,32.332
180,32.365
180,32.4
180,32.432
180,32.466
180,32.499
180,32.532
180,32.566
180,32.633
180,32.782
181,32.882
182,32.966
183,32.999
187,33.033
190,33.066
192,33.099
193,33.133
194,33.183
194,33.283
194,33.4
194,33.433
194,33.467
194,33.5
194,33.533
194,33.567
194,33.6
194,33.634
194,33.667
194,33.7
194,33.733
194,33.767
194,33.818
194,33.85
194,33.9
194,33.933
194,33.967
194,34.0
194,34.034
194,34.067
194,34.101
194,34.134
194,34.166
194,34.201
195,34.233
195,34.268
195,34.301
196,34.334
196,34.367
196,34.4
196,34.434
196,34.468
197,34.5
197,34.534
197,34.568
197,34.601
197,34.633
198,34.667
198,34.7
198,34.734
198,34.768
199,34.801
199,34.834
199,34.868
199,34.901
200,34.934
200,34.968
201,35.001
202,35.035
202,35.068
203,35.101
204,35.135
204,35.168
204,35.201
204,35.235
204,35.268
204,35.301
204,35.335
204,35.369
204,35.401
204,35.435
204,35.468
204,35.501
204,35.535
204,35.568
204,35.602
204,35.635
204,35.668
204,35.702
204,35.735
204,35.768
204,35.802
204,35.835
204,35.869
204,35.901
204,35.952
204,36.086
208,37.87
213,37.904
219,37.937
224,37.97
227,38.004
229,38.037
230,38.071
231,38.104
232,38.338
233,38.422
234,38.488
235,38.538
236,38.605
237,38.738
237,39.072
237,39.105
237,39.139
237,39.172
237,39.205
237,39.239
237,39.272
237,39.305
237,39.34
237,39.373
237,39.406
236,39.44
236,39.472
236,39.505
236,39.539
236,39.573
235,39.606
235,39.639
235,39.673
234,39.707
233,39.74
231,39.773
230,39.806
229,39.84
229,39.873
229,39.907
228,39.94
228,39.973
228,40.006
228,40.039
226,40.073
223,40.106
220,40.14
219,40.174
218,40.206
217,40.24
215,40.273
212,40.307
209,40.34
206,40.373
203,40.407
202,40.44
201,40.474
200,40.507
199,40.54
199,40.574
199,40.607
198,40.64
197,40.674
196,40.708
195,40.74
195,40.773
194,40.807
192,40.84
190,40.873
188,40.907
186,40.94
184,40.975
183,41.007
181,41.04
179,41.073
177,41.107
175,41.141
173,41.174
171,41.207
168,41.241
166,41.275
165,41.308
164,41.34
163,41.375
162,41.407
161,41.457
160,41.491
159,41.525
158,41.557
157,41.591
156,41.625
155,41.658
153,41.691
151,41.724
150,41.758
148,41.791
147,41.825
145,41.857
143,41.891
141,41.925
140,41.958
138,41.991
137,42.025
136,42.058
135,42.108
134,42.141
133,42.175
131,42.208
130,42.241
128,42.275
127,42.308
126,42.342
124,42.375
123,42.408
121,42.442
120,42.476
117,42.508
115,42.542
113,42.575
111,42.609
110,42.642
109,42.675
108,42.725
107,42.775
105,42.81
103,42.843
101,42.875
100,42.909
100,42.942
100,42.976
100,43.008
100,43.042
100,43.076
100,43.109
100,43.16
99,43.376
98,43.443
97,43.476
96,43.51
94,43.543
93,43.576
93,43.61
92,43.643
92,43.676
91,43.709
91,43.743
91,43.776
90,43.81
89,43.843
87,43.877
85,43.91
84,43.944
83,44.043
83,44.094
84,44.127
84,44.16
84,44.194
84,44.227
85,44.261
85,44.294
86,44.377
86,44.41
86,44.444
86,44.477
86,44.51
86,44.544
86,44.577
86,44.628
86,44.795
85,44.877
84,45.011
83,45.128
82,45.245
83,45.528
84,45.628
85,45.678
86,45.728
87,45.762
88,45.795
89,45.828
90,45.879
91,45.912
93,45.945
96,45.978
98,46.012
100,46.045
101,46.079
102,46.112
102,46.146
102,46.213
102,46.262
102,46.329
102,46.396
101,46.429
101,46.462
100,46.496
99,46.53
98,46.563
97,46.597
97,46.663
97,46.747
97,46.83
97,46.864
97,46.896
97,46.93
97,46.963
97,46.997
98,47.03
98,47.063
99,47.097
99,47.13
99,47.163
100,47.196
100,47.23
100,47.28
100,47.313
101,47.346
101,47.38
101,47.431
102,47.463
103,47.514
107,47.547
111,47.58
114,47.613
119,47.648
124,47.68
128,47.713
132,47.747
135,47.78
137,47.814
140,47.847
142,47.88
144,47.914
148,47.948
152,47.981
156,48.014
161,48.047
166,48.081
171,48.115
175,48.147
179,48.181
184,48.214
189,48.248
193,48.281
197,48.315
200,48.348
202,48.382
205,48.415
207,48.447
210,48.481
212,48.515
215,48.548
217,48.581
219,48.615
222,48.648
225,48.681
227,48.715
230,48.748
233,48.782
237,48.815
242,48.849
246,48.881
250,48.915
254,48.948
258,48.981
261,49.015
264,49.048
267,49.082
269,49.115
271,49.148
272,49.182
274,49.215
275,49.248
277,49.281
278,49.315
280,49.348
282,49.382
284,49.415
285,49.449
286,49.482
287,49.516
288,49.549
289,49.599
289,49.632
290,49.665
290,49.7
290,49.732
290,49.765
290,49.799
290,49.833
291,49.932
291,49.965
292,50.166
293,50.216
294,50.299
295,50.366
295,50.4
296,50.433
296,50.467
296,50.5
296,50.533
297,50.566
297,50.6
297,50.65
297,50.683
297,50.717
297,50.75
297,50.783
298,50.818
298,50.851
298,50.884
298,50.968
298,51.167
298,51.201
299,51.234
299,51.267
299,51.3
299,51.334
299,51.417
299,51.451
300,51.5
301,51.684
302,51.817
302,51.852
302,51.901
303,51.935
303,51.967
303,52.017
304,52.051
305,52.085
306,52.151
306,52.218
307,52.268
307,52.401
308,52.719
308,52.836
309,52.902
309,52.952
309,52.985
309,53.019
309,53.052
310,53.085
310,53.119
310,53.152
310,53.185
311,53.219
311,53.253
311,53.286
312,53.319
312,53.402
313,53.436
314,53.469
315,53.502
316,53.552
317,53.602
318,53.652
319,53.719
320,53.786
320,53.82
321,53.853
321,53.903
322,53.936
322,53.97
322,54.003
323,54.036
323,54.07
323,54.137
323,54.186
323,54.22
323,54.254
323,54.286
323,54.32
324,54.37
324,54.404
324,54.453
325,54.504
325,54.538
325,54.621
326,54.654
327,54.687
328,54.755
329,54.837
330,54.954
330,54.987
330,55.038
330,55.104
330,55.137
331,55.171
331,55.205
331,55.255
331,55.321
332,55.621
332,55.655
332,55.688
332,55.738
333,55.771
333,55.805
333,55.838
334,55.872
334,55.905
334,55.938
334,55.972
334,56.005
334,56.038
334,56.138
335,56.172
335,56.205
335,56.239
335,56.272
335,56.305
336,56.74
337,56.84
338,56.923
337,57.057
337,57.24
337,57.273
337,57.306
337,57.34
337,57.374
337,57.423
337,57.54
337,57.656
337,57.741
337,57.807
337,57.857
340,58.291
342,58.324
343,58.358
344,58.392
346,58.424
347,58.457
349,58.491
351,58.525
352,58.557
354,58.591
355,58.625
356,58.691
356,58.725
357,58.792
358,58.858
359,58.908
359,58.942
360,58.975
361,59.008
362,59.041
363,59.075
364,59.125
364,59.158
364,59.241
364,59.375
364,59.493
365,59.927
366,60.042
367,60.076
368,60.109
369,60.143
370,60.209
371,60.309
372,60.426
373,60.627
374,60.676
375,60.71
377,60.743
379,60.776
382,60.809
385,60.843
388,60.876
390,60.91
392,60.943
394,60.976
395,61.01
396,61.043
397,61.078
398,61.11
399,61.16
400,61.21
401,61.243
402,61.277
404,61.311
406,61.344
408,61.377
410,61.41
411,61.444
414,61.477
416,61.511
420,61.544
423,61.577
426,61.611
429,61.644
432,61.677
434,61.711
437,61.745
438,61.778
441,61.811
443,61.845
445,61.878
446,61.912
448,61.945
449,61.977
450,62.011
452,62.044
453,62.078
455,62.111
457,62.145
458,62.179
460,62.211
461,62.245
462,62.278
463,62.311
464,62.345
465,62.378
466,62.412
467,62.445
468,62.478
469,62.512
470,62.545
471,62.578
473,62.612
474,62.645
476,62.678
477,62.712
479,62.745
480,62.778
481,62.812
482,62.862
483,62.928
484,63.045
485,63.146
486,63.196
487,63.229
488,63.262
489,63.296
491,63.33
492,63.362
494,63.396
495,63.43
496,63.463
497,63.496
498,63.53
499,63.562
500,63.596
501,63.646
502,63.713
502,63.763
503,63.796
504,63.847
504,63.913
504,63.996
504,64.08
505,64.247
506,64.363
507,64.481
507,64.547
507,64.631
507,64.697
508,64.747
508,64.781
508,64.83
508,64.864
509,64.897
509,64.931
509,64.964
509,64.998
510,65.031
510,65.097
511,65.165
511,65.215
512,65.247
513,65.314
513,65.364
514,65.398
514,65.431
515,65.465
516,65.498
517,65.548
517,65.581
518,65.631
518,65.665
518,65.698
518,65.732
518,65.765
518,65.799
518,65.831
518,65.865
518,65.898
518,65.931
518,65.965
518,66.015
518,66.065
518,66.115
519,66.232
519,66.265
520,66.299
521,66.349
522,66.415
523,66.532
523,66.716
523,66.75
524,66.783
524,66.817
525,66.849
525,66.916
525,67.1
526,67.2
526,67.317
527,67.45
527,67.501
528,67.583
528,67.616
528,67.65
528,67.684
529,67.717
529,67.75
529,67.8
530,67.867
530,68.0
530,68.1
530,68.134
531,68.167
531,68.2
531,68.234
531,68.267
531,68.301
531,68.334
531,68.367
531,68.4
532,68.434
532,68.468
532,68.501
532,68.535
533,68.568
533,68.601
533,68.635
534,68.668
534,68.701
534,68.735
534,68.768
535,68.801
535,68.835
535,68.868
535,68.901
536,68.935
536,68.968
537,69.001
537,69.035
538,69.068
538,69.102
539,69.135
539,69.168
540,69.202
540,69.235
540,69.268
540,69.301
541,69.335
541,69.368
541,69.402
541,69.435
542,69.469
542,69.503
543,69.535
543,69.568
543,69.602
543,69.635
543,69.669
543,69.702
543,69.735
543,69.769
544,69.802
544,69.836
544,69.869
544,69.902
544,69.952
544,70.003
544,70.035
544,70.069
544,70.102
544,70.136
544,70.169
544,70.202
544,70.237
544,70.269
544,70.303
544,70.336
544,70.369
544,70.403
544,70.436
544,70.469
544,70.503
544,70.537
544,70.57
544,70.636
544,71.003
544,73.506
544,73.539
544,73.573
544,73.606
544,73.639
544,73.673
544,73.706
544,73.739
544,73.773
544,73.806
544,73.856
544,73.891
544,73.923
544,73.956
544,73.99
544,74.023
544,74.057
544,74.09
544,74.123
544,74.157
544,74.19
544,74.223
544,74.257
544,74.29
544,74.323
544,74.357
544,74.39
544,74.423
544,74.458
544,74.49
544,74.524
544,74.557
544,74.59
544,74.623
544,74.657
544,74.69
544,74.74
544,74.792
544,74.825
544,74.857
544,74.94
544,75.058
544,75.125
547,75.158
548,75.191
549,75.225
552,75.258
555,75.291
556,75.325
558,75.358
560,75.391
562,75.425
564,75.458
566,75.491
567,75.525
568,75.558
570,75.592
572,75.625
574,75.658
575,75.691
577,75.725
578,75.758
579,75.792
580,75.825
581,75.858
582,75.908
583,75.942
584,75.975
586,76.008
587,76.042
589,76.075
591,76.109
593,76.142
595,76.175
596,76.209
597,76.242
598,76.276
600,76.308
601,76.342
603,76.375
604,76.409
605,76.442
607,76.476
608,76.51
609,76.542
611,76.577
614,76.61
616,76.642
618,76.675
