x,Time
0,0.0
0,1.969
0,2.004
0,2.037
0,2.069
0,2.103
0,2.136
0,2.17
0,2.203
0,2.236
0,2.27
0,2.303
0,2.336
0,2.37
0,2.403
0,2.436
0,2.52
0,2.638
0,2.687
0,2.72
0,2.753
0,2.787
0,2.821
3,2.853
6,2.888
10,2.92
15,2.954
19,2.988
22,3.02
25,3.054
28,3.088
32,3.12
36,3.154
40,3.188
44,3.221
48,3.253
52,3.288
56,3.321
60,3.355
64,3.387
69,3.42
73,3.454
77,3.487
80,3.521
82,3.555
85,3.587
86,3.621
87,3.654
88,3.687
88,4.038
88,4.072
88,4.105
88,4.138
88,4.171
88,4.205
88,4.238
88,4.271
89,4.305
89,4.338
91,4.372
93,4.405
97,4.438
101,4.471
106,4.505
110,4.538
114,4.571
118,4.605
122,4.639
126,4.672
129,4.705
132,4.738
134,4.772
137,4.805
140,4.838
143,4.872
146,4.905
150,4.939
153,4.972
155,5.006
158,5.039
160,5.072
162,5.106
163,5.139
164,5.172
165,5.205
165,5.239
166,5.272
166,5.306
166,5.339
167,5.372
167,5.406
168,5.438
170,5.472
171,5.506
172,5.54
175,5.572
178,5.606
181,5.64
183,5.673
186,5.707
188,5.74
192,5.773
197,5.806
200,5.84
203,5.873
206,5.906
209,5.94
213,5.973
217,6.006
219,6.04
222,6.073
224,6.106
229,6.14
232,6.174
235,6.207
237,6.24
239,6.274
240,6.307
242,6.34
243,6.374
244,6.407
244,6.44
245,6.473
246,6.507
246,6.54
246,6.573
247,6.624
247,6.69
247,6.724
248,6.757
250,6.79
252,6.824
254,6.858
255,6.89
257,6.925
258,6.957
259,6.991
260,7.024
261,7.057
262,7.091
264,7.124
265,7.157
266,7.191
267,7.224
268,7.258
269,7.308
270,7.342
271,7.375
272,7.408
275,7.441
277,7.475
279,7.508
281,7.541
282,7.575
284,7.608
286,7.641
288,7.676
289,7.708
292,7.742
294,7.775
295,7.808
297,7.842
298,7.875
299,7.908
299,7.942
300,7.976
301,8.009
303,8.043
304,8.075
305,8.108
306,8.142
307,8.175
308,8.209
309,8.242
311,8.275
312,8.309
313,8.342
314,8.392
315,8.442
316,8.475
317,8.526
319,8.609
319,9.144
319,9.177
319,9.21
319,9.243
319,9.277
319,9.31
319,9.343
319,9.377
319,9.41
319,9.443
319,9.477
319,9.51
319,9.543
319,9.577
319,9.61
319,9.644
319,9.678
315,9.711
311,9.744
307,9.778
304,9.811
302,9.844
300,9.877
300,9.91
299,9.945
298,9.977
297,10.011
296,10.045
296,10.077
295,10.111
294,10.194
293,10.245
292,10.278
291,10.311
289,10.345
288,10.377
288,10.411
287,10.444
287,10.477
287,10.512
287,10.545
287,10.578
287,10.611
287,10.645
287,10.678
287,10.711
287,10.745
287,10.779
287,10.811
287,10.845
287,10.879
287,10.911
286,10.945
284,10.979
282,11.012
279,11.045
277,11.079
275,11.112
272,11.145
270,11.178
269,11.212
268,11.245
267,11.279
267,11.313
266,11.346
266,11.379
266,11.413
266,11.445
266,11.478
266,11.512
266,11.546
266,11.578
266,11.612
266,11.646
266,11.697
265,11.728
263,11.762
260,11.795
257,11.83
256,11.863
255,11.896
254,11.93
253,11.963
253,11.997
253,12.03
252,12.062
252,12.096
252,12.13
252,12.163
251,12.197
251,12.23
250,12.263
249,12.296
249,12.33
248,12.363
247,12.396
246,12.43
246,12.463
245,12.496
245,12.53
244,12.563
243,12.596
241,12.63
240,12.663
238,12.698
237,12.73
236,12.763
235,12.796
234,12.83
233,12.863
232,12.897
232,12.93
231,12.964
229,12.998
228,13.03
227,13.064
226,13.097
225,13.131
224,13.164
224,13.197
224,13.231
223,13.264
223,13.297
224,13.332
224,13.364
224,13.397
224,13.43
224,13.465
224,13.497
224,13.531
224,13.564
224,13.597
224,13.648
224,13.681
224,13.715
224,13.747
224,13.781
224,13.815
224,13.847
224,13.881
224,13.915
224,13.948
224,13.981
224,14.015
224,14.048
224,14.081
224,14.115
224,14.148
224,14.182
224,14.215
224,14.249
224,14.282
224,14.332
222,14.365
221,14.399
221,14.432
221,14.465
221,14.532
221,14.582
221,14.615
221,14.649
221,14.682
221,14.715
221,14.748
221,14.782
221,14.815
221,14.898
221,14.948
221,15.316
221,15.348
221,15.383
221,15.416
220,15.45
220,15.482
219,15.516
219,15.55
219,15.582
218,15.616
218,15.649
218,15.683
218,15.716
218,15.783
219,15.85
221,15.883
223,15.916
225,15.95
226,15.983
227,16.033
228,16.067
229,16.1
231,16.133
232,16.167
233,16.2
234,16.234
234,16.266
234,16.3
235,16.333
235,16.384
235,16.433
235,16.501
236,16.533
238,16.567
240,16.6
243,16.634
245,16.667
248,16.7
250,16.734
251,16.767
253,16.8
254,16.834
255,16.884
257,18.319
260,18.352
263,18.386
266,18.419
267,18.453
268,18.485
269,18.519
270,18.553
271,18.653
272,18.703
273,18.736
274,18.77
275,18.803
276,18.836
278,18.87
279,18.903
281,18.936
283,18.97
285,19.003
287,19.036
288,19.07
289,19.103
290,19.136
291,19.204
292,19.27
293,19.354
294,19.42
295,19.453
297,19.487
300,19.52
303,19.554
305,19.587
307,19.62
309,19.654
311,19.687
313,19.72
315,19.753
317,19.787
318,19.82
319,19.854
321,19.887
323,19.921
324,19.954
326,19.987
328,20.021
331,20.054
333,20.087
335,20.12
336,20.154
337,20.188
338,20.221
339,20.271
340,20.355
340,22.04
340,22.073
340,22.106
340,22.14
340,22.172
340,22.207
340,22.24
340,22.274
340,22.306
340,22.34
340,22.373
340,22.407
340,22.44
340,22.473
340,22.506
340,22.556
340,22.707
340,22.74
340,22.773
340,22.806
340,22.84
340,22.873
340,22.907
340,22.94
340,22.99
340,23.09
340,23.14
340,23.19
340,23.224
340,23.274
340,23.307
340,23.34
340,23.374
340,23.407
340,23.441
340,23.474
340,23.507
340,23.54
340,23.574
340,23.608
340,23.641
340,23.691
340,23.741
340,23.808
340,23.841
340,23.908
340,23.941
340,24.008
340,24.075
340,24.108
340,24.175
341,25.142
342,25.192
343,25.226
344,25.259
345,25.292
346,25.326
347,25.36
348,25.409
349,25.443
350,25.493
351,25.576
352,25.677
353,25.776
354,25.893
355,26.127
355,26.21
355,26.243
355,26.277
355,26.31
355,26.344
356,26.377
356,26.41
356,26.444
357,26.51
358,26.611
358,26.661
359,26.694
359,26.727
360,26.76
360,26.794
361,26.861
361,26.894
362,26.961
362,26.995
363,27.029
363,27.061
363,27.095
363,27.128
364,27.161
364,27.195
365,27.228
365,27.277
366,27.311
366,27.345
367,27.378
368,27.411
368,27.445
369,27.479
370,27.511
371,27.545
372,27.579
373,27.612
374,27.645
375,27.678
375,27.712
376,27.746
376,27.778
377,27.812
377,27.846
377,27.878
378,27.912
378,27.946
378,27.978
379,28.012
380,28.045
380,28.079
381,28.113
381,28.146
382,28.179
382,28.212
383,28.245
384,28.279
386,28.313
387,28.346
389,28.38
391,28.413
392,28.447
394,28.479
395,28.512
396,28.562
397,28.646
397,28.73
397,28.83
397,28.863
397,28.896
397,28.93
397,28.963
397,28.996
397,29.03
397,29.063
397,29.096
397,29.13
397,29.163
398,29.196
398,29.23
398,29.263
399,29.296
400,29.33
400,29.363
401,29.397
401,29.43
402,29.463
403,29.497
404,29.53
405,29.563
406,29.597
407,29.631
408,29.664
408,29.698
409,29.73
410,29.781
411,29.865
412,29.93
412,29.964
413,29.997
413,30.03
414,30.064
415,30.098
416,30.131
417,30.164
418,30.197
418,30.247
419,30.282
419,30.314
419,30.348
420,30.381
420,30.415
421,30.447
422,30.481
423,30.514
425,30.548
426,30.581
427,30.615
428,30.648
429,30.681
429,30.715
430,30.748
431,30.781
432,30.815
432,30.848
433,30.881
434,30.915
434,30.948
435,30.982
435,31.015
436,31.048
437,31.082
437,31.132
438,31.165
439,31.199
439,31.232
439,31.265
439,31.299
440,31.333
440,31.365
440,31.415
440,31.498
440,31.565
440,31.598
440,31.632
440,31.665
440,31.699
440,31.732
440,31.766
440,31.799
442,31.832
443,31.866
444,31.899
445,31.932
446,31.965
446,31.999
447,32.032
448,32.066
450,32.099
451,32.133
452,32.166
453,32.2
454,32.233
455,32.266
456,32.3
457,32.333
458,32.367
458,32.4
459,32.433
460,32.466
460,32.5
461,32.533
462,32.566
463,32.6
464,32.633
466,32.666
468,32.7
470,32.733
472,32.766
474,32.8
476,32.833
478,32.866
480,32.9
481,32.933
