vx,Time
0,0.0
0,0.601
0,0.651
0,0.934
19.867549668874183,1.085
14.92537313432837,1.152
20.408163265306058,1.201
29.411764705882327,1.235
60.60606060606076,1.268
29.411764705882327,1.302
30.30303030303038,1.335
30.303030303030173,1.368
58.82352941176504,1.402
60.606060606060346,1.435
29.411764705882327,1.469
62.50000000000038,1.501
29.411764705882327,1.535
19.999999999999982,1.585
19.999999999999982,1.635
8.547008547008547,1.752
-5.000000000000001,1.952
-19.607843137254843,2.003
-30.30303030303038,2.036
-30.30303030303038,2.069
-30.30303030303038,2.102
-30.30303030303038,2.135
-29.411764705882135,2.169
-9.999999999999991,2.269
-7.462686567164185,2.403
6.6666666666666705,2.553
30.30303030303038,2.586
147.05882352941066,2.62
272.72727272727343,2.653
272.72727272727343,2.686
205.88235294117493,2.72
181.81818181818227,2.753
151.5151515151519,2.786
121.21212121212152,2.819
117.64705882352854,2.853
181.81818181818227,2.886
147.0588235294126,2.92
121.21212121212152,2.953
121.21212121211988,2.986
176.4705882352951,3.02
151.5151515151519,3.053
176.4705882352928,3.087
242.42424242424303,3.12
147.0588235294126,3.154
156.24999999999986,3.186
199.99999999999918,3.221
151.5151515151519,3.254
121.21212121212152,3.287
235.29411764705708,3.321
212.12121212121264,3.354
212.12121212121264,3.387
181.81818181818227,3.42
147.05882352941066,3.454
151.5151515151519,3.487
212.12121212121264,3.52
147.0588235294126,3.554
151.51515151514985,3.587
176.4705882352951,3.621
121.21212121212152,3.654
121.21212121212152,3.687
88.2352941176464,3.721
60.60606060606076,3.754
60.60606060606076,3.787
29.411764705882135,3.821
30.30303030303038,3.854
0,3.888
19.999999999999893,3.938
0,3.971
0,4.005
0,4.038
0,4.071
0,4.105
0,4.138
0,4.172
0,4.205
0,4.237
0,4.271
0,4.305
0,4.405
3.533568904593646,4.688
29.41176470588175,4.722
90.90909090909236,4.755
60.60606060605994,4.788
60.60606060606157,4.821
264.70588235293576,4.855
264.7058823529427,4.889
212.1212121212155,4.922
181.81818181817982,4.955
117.64705882353007,4.989
181.81818181817982,5.022
272.72727272727707,5.055
235.294117647054,5.089
151.51515151515392,5.122
121.21212121211988,5.155
88.23529411764756,5.189
121.21212121211988,5.222
151.51515151515392,5.255
147.0588235294126,5.289
90.90909090908991,5.322
58.82352941176504,5.356
60.60606060605994,5.389
30.303030303030784,5.422
58.8235294117635,5.456
30.303030303030784,5.489
60.60606060605994,5.522
29.41176470588252,5.556
30.30303030302997,5.589
29.41176470588252,5.623
0,5.656
30.30303030302997,5.689
0,5.723
30.30303030302997,5.756
0,5.789
29.41176470588175,5.823
30.303030303030784,5.856
0,5.889
29.41176470588252,5.923
20.00000000000007,5.973
60.60606060605994,6.006
88.23529411764756,6.04
30.30303030302997,6.073
60.60606060606157,6.106
30.30303030302997,6.139
29.41176470588252,6.173
30.30303030302997,6.206
58.82352941176504,6.24
90.90909090909236,6.273
117.647058823527,6.307
121.21212121212314,6.34
30.30303030302997,6.373
60.60606060606157,6.406
57.14285714285691,6.441
62.49999999999994,6.473
0,6.507
30.30303030302997,6.54
29.41176470588252,6.574
30.30303030302997,6.607
20.00000000000007,6.657
29.41176470588252,6.691
60.60606060605994,6.724
60.60606060606157,6.757
58.8235294117635,6.791
90.90909090909236,6.824
90.90909090908991,6.857
121.21212121212314,6.89
147.05882352940876,6.924
151.51515151515392,6.957
88.23529411764756,6.991
90.90909090908991,7.024
60.60606060605994,7.057
58.82352941176504,7.091
30.303030303030784,7.124
30.30303030302997,7.157
29.41176470588252,7.191
30.30303030302997,7.224
29.41176470588252,7.258
0,7.291
29.41176470588252,7.325
60.60606060606157,7.358
60.60606060605994,7.391
88.23529411764756,7.425
60.60606060605994,7.458
60.60606060606157,7.491
58.8235294117635,7.525
60.60606060606157,7.558
60.60606060605994,7.591
58.82352941176504,7.625
90.90909090908991,7.658
58.82352941176504,7.692
60.60606060606157,7.725
60.60606060605994,7.758
30.30303030302997,7.791
58.82352941176504,7.825
30.303030303030784,7.858
30.30303030302997,7.891
58.82352941176504,7.925
30.30303030302997,7.958
29.41176470588252,7.992
30.30303030302997,8.025
60.60606060606157,8.058
30.303030303030784,8.091
29.41176470588175,8.125
30.303030303030784,8.158
29.41176470588175,8.192
0,8.225
30.303030303030784,8.258
29.41176470588175,8.292
0,8.325
19.999999999999716,8.375
8.547008547008483,8.492
7.462686567164259,8.626
6.666666666666651,8.776
15.151515151514985,8.842
60.60606060606157,8.875
117.647058823527,8.909
90.90909090909236,8.942
88.23529411764525,8.976
60.60606060606157,9.009
60.60606060606157,9.042
58.8235294117635,9.076
60.60606060606157,9.109
88.23529411764525,9.143
60.60606060606157,9.176
30.303030303030784,9.209
58.8235294117635,9.243
30.303030303030784,9.276
30.303030303030784,9.309
29.41176470588175,9.343
30.303030303030784,9.376
29.41176470588175,9.41
30.303030303030784,9.443
30.303030303029153,9.476
28.571428571429905,9.511
62.49999999999994,9.543
60.60606060605831,9.576
57.14285714285691,9.611
62.49999999999994,9.643
29.411764705883286,9.677
58.8235294117635,9.711
31.24999999999997,9.743
58.82352941176657,9.777
29.41176470588175,9.811
62.49999999999994,9.843
58.8235294117635,9.877
117.64705882353314,9.911
62.49999999999994,9.943
88.23529411764525,9.977
58.82352941176657,10.011
30.303030303029153,10.044
60.60606060606157,10.077
30.303030303030784,10.11
29.41176470588175,10.144
30.303030303030784,10.177
30.303030303029153,10.21
30.303030303030784,10.243
29.411764705883286,10.277
29.41176470588175,10.311
15.151515151514985,10.377
14.92537313432832,10.444
10.000000000000036,10.544
10.000000000000036,10.644
0,10.694
0,10.994
4,11.244
0,11.278
0,11.312
0,11.346
0,11.378
0,11.411
0,11.445
0,11.478
0,11.512
0,11.545
0,11.612
30.303030303030784,11.645
0,11.679
0,11.712
0,11.745
0,11.795
0,11.828
0,11.862
0,11.929
20.408163265306335,11.978
0,12.012
88.23529411764986,12.046
121.21212121211661,12.079
90.90909090909236,12.112
29.41176470588175,12.146
30.303030303030784,12.179
30.303030303030784,12.212
29.41176470588175,12.246
15.151515151515392,12.312
19.999999999999716,12.362
29.41176470588175,12.396
29.411764705883286,12.43
30.303030303030784,12.463
60.60606060605831,12.496
30.303030303030784,12.529
30.303030303030784,12.562
58.8235294117635,12.596
60.60606060606157,12.629
58.8235294117635,12.663
90.90909090909236,12.696
90.90909090909236,12.729
117.647058823527,12.763
151.51515151515392,12.796
151.51515151514576,12.829
147.05882352941643,12.863
90.90909090908747,12.896
88.23529411764986,12.93
90.90909090909236,12.963
60.60606060605831,12.996
