y,Time
0,0.0
0,14.147
0,14.18
0,14.215
0,14.247
0,14.281
0,14.314
0,14.347
0,14.381
0,14.414
0,14.447
0,14.481
0,14.514
0,14.548
0,14.581
0,14.615
0,14.648
0,14.681
0,14.715
0,14.748
0,14.782
0,14.815
0,14.848
0,14.881
0,14.915
0,14.948
0,14.981
0,15.015
0,15.048
0,15.081
0,15.115
0,15.148
0,15.181
0,15.215
0,15.248
0,15.282
0,15.315
0,15.348
0,15.381
0,15.415
0,15.448
0,15.482
0,15.515
0,15.548
0,15.582
0,15.615
0,15.649
0,15.682
0,15.715
0,15.749
0,15.782
0,15.815
0,15.849
0,15.882
0,15.915
0,15.949
0,15.982
0,16.015
0,16.049
0,16.082
0,16.115
0,16.149
0,16.182
0,16.215
0,16.249
0,16.282
0,16.316
0,16.349
0,16.383
0,16.416
0,16.45
0,16.483
0,16.516
0,16.55
0,16.583
0,16.616
0,16.65
0,16.683
0,16.716
0,16.75
0,16.783
0,16.816
0,16.85
0,16.883
0,16.917
0,16.95
0,16.983
0,17.017
0,17.05
0,17.084
0,17.117
0,17.15
0,17.183
0,17.217
0,17.25
0,17.284
0,17.317
0,17.35
0,17.384
0,17.417
0,17.45
0,17.484
0,17.517
0,17.55
0,17.601
0,17.634
0,17.667
0,17.701
0,17.734
0,17.767
0,17.834
0,17.985
2,18.702
5,18.735
7,18.768
8,18.801
10,18.835
12,18.868
17,18.902
20,18.935
21,18.968
23,19.003
26,19.036
28,19.069
30,19.102
32,19.135
35,19.169
39,19.202
42,19.235
48,19.27
53,19.302
55,19.335
57,19.369
58,19.403
59,19.436
60,19.502
61,19.536
62,19.569
64,19.603
65,19.636
67,19.669
68,19.703
70,19.736
72,19.77
74,19.803
77,19.836
79,19.869
82,19.903
83,19.936
84,19.969
85,20.003
86,20.036
87,20.07
88,20.12
90,22.272
93,22.305
95,22.339
97,22.372
98,22.405
99,22.439
100,22.472
101,22.505
102,22.939
103,22.973
104,23.006
105,23.039
106,23.073
107,23.106
108,23.139
109,23.222
110,23.34
111,23.373
113,23.407
117,23.44
120,23.473
123,23.506
125,23.54
126,23.573
127,23.606
128,23.64
129,23.674
131,23.707
133,23.74
134,23.773
136,23.807
137,23.84
140,23.873
142,23.906
144,23.94
146,23.973
147,24.007
149,24.04
151,24.074
152,24.107
153,24.141
154,24.174
157,24.207
159,24.241
162,24.274
164,24.307
167,24.34
170,24.374
173,24.407
178,24.44
181,24.474
183,24.507
186,24.541
189,24.574
193,24.608
196,24.641
200,24.674
204,24.708
207,24.741
209,24.775
211,24.807
214,24.841
218,24.875
221,24.907
223,24.941
225,24.975
228,25.008
230,25.041
233,25.075
236,25.108
239,25.141
241,25.175
242,25.208
244,25.242
245,25.275
246,25.309
247,25.341
248,25.375
249,25.425
250,25.458
251,25.492
252,25.558
253,25.659
254,25.959
255,26.059
256,26.159
257,26.259
258,26.376
259,26.476
259,27.227
259,27.26
259,27.294
259,27.327
259,27.36
259,27.393
259,27.427
259,27.46
259,27.493
259,27.527
259,27.561
259,27.594
259,27.627
259,27.661
259,27.694
259,27.728
259,27.76
259,27.794
259,27.828
259,27.861
259,27.895
259,27.927
259,27.961
259,27.995
259,28.028
259,28.061
259,28.094
259,28.128
259,28.161
259,28.195
