vx,Time
0.21205909380080581,0.0
0.21205909380080581,14.147
60.60606060606157,14.18
57.14285714285691,14.215
93.74999999999991,14.247
58.8235294117635,14.281
60.60606060606157,14.314
90.90909090909236,14.347
88.23529411764525,14.381
121.21212121212314,14.414
90.90909090909236,14.447
88.23529411764525,14.481
90.90909090909236,14.514
147.05882352940876,14.548
121.21212121212314,14.581
147.05882352940876,14.615
181.8181818181847,14.648
151.51515151515392,14.681
147.05882352940876,14.715
181.8181818181847,14.748
205.88235294117226,14.782
151.51515151515392,14.815
151.51515151514576,14.848
242.42424242424627,14.881
176.47058823529972,14.915
272.7272727272624,14.948
212.1212121212155,14.981
176.4705882352905,15.015
212.1212121212155,15.048
242.42424242424627,15.081
205.88235294117226,15.115
212.1212121212155,15.148
212.1212121212155,15.181
205.88235294117226,15.215
212.1212121212155,15.248
294.1176470588175,15.282
242.42424242424627,15.315
333.3333333333207,15.348
333.33333333333866,15.381
323.52941176471614,15.415
333.3333333333207,15.448
294.11764705883286,15.482
303.0303030302915,15.515
303.03030303030783,15.548
352.941176470581,15.582
303.03030303030783,15.615
264.7058823529496,15.649
272.7272727272624,15.682
333.33333333333866,15.715
205.88235294117226,15.749
242.42424242424627,15.782
303.03030303030783,15.815
235.294117647054,15.849
272.72727272727707,15.882
333.33333333333866,15.915
264.70588235293576,15.949
242.42424242424627,15.982
272.7272727272624,16.015
264.7058823529496,16.049
242.42424242423323,16.082
303.03030303032415,16.115
264.70588235292195,16.149
242.42424242425935,16.182
272.7272727272624,16.215
235.2941176470663,16.249
272.7272727272624,16.282
235.2941176470663,16.316
242.42424242423323,16.349
294.11764705883286,16.383
151.51515151514576,16.416
235.2941176470663,16.45
181.81818181817493,16.483
121.21212121212967,16.516
235.2941176470417,16.55
151.51515151516207,16.583
151.51515151514576,16.616
117.64705882353314,16.65
121.21212121211661,16.683
121.21212121211661,16.716
147.05882352941643,16.75
60.60606060605831,16.783
121.21212121212967,16.816
88.23529411764065,16.85
121.21212121212967,16.883
58.823529411760425,16.917
60.60606060606484,16.95
60.60606060605831,16.983
29.411764705883286,17.017
30.303030303029153,17.05
29.411764705883286,17.084
30.303030303029153,17.117
30.30303030303242,17.15
60.60606060605831,17.183
29.411764705883286,17.217
60.60606060605831,17.25
29.411764705883286,17.284
30.303030303029153,17.317
30.303030303029153,17.35
58.82352941176657,17.384
30.303030303029153,17.417
30.30303030303242,17.45
58.823529411760425,17.484
30.30303030303242,17.517
30.303030303029153,17.55
19.607843137255525,17.601
30.303030303029153,17.634
30.303030303029153,17.667
29.411764705883286,17.701
60.60606060605831,17.734
30.30303030303242,17.767
14.92537313432832,17.834
6.6225165562914,17.985
0,18.702
0,18.735
0,18.768
0,18.801
0,18.835
0,18.868
0,18.902
0,18.935
0,18.968
0,19.003
0,19.036
0,19.069
0,19.102
0,19.135
0,19.169
0,19.202
0,19.235
0,19.27
0,19.302
0,19.335
0,19.369
0,19.403
0,19.436
0,19.502
0,19.536
0,19.569
0,19.603
0,19.636
0,19.669
0,19.703
0,19.736
0,19.77
0,19.803
0,19.836
0,19.869
0,19.903
0,19.936
0,19.969
0,20.003
0,20.036
0,20.07
0,20.12
0,22.272
0,22.305
0,22.339
0,22.372
0,22.405
0,22.439
0,22.472
0,22.505
0,22.939
0,22.973
0,23.006
0,23.039
0,23.073
0,23.106
0,23.139
0,23.222
0,23.34
0,23.373
0,23.407
0,23.44
0,23.473
0,23.506
0,23.54
0,23.573
0,23.606
0,23.64
0,23.674
0,23.707
0,23.74
0,23.773
0,23.807
0,23.84
0,23.873
0,23.906
0,23.94
0,23.973
0,24.007
0,24.04
0,24.074
0,24.107
0,24.141
0,24.174
0,24.207
0,24.241
0,24.274
0,24.307
0,24.34
0,24.374
0,24.407
0,24.44
0,24.474
0,24.507
0,24.541
0,24.574
0,24.608
0,24.641
0,24.674
0,24.708
0,24.741
0,24.775
0,24.807
0,24.841
0,24.875
0,24.907
0,24.941
0,24.975
0,25.008
0,25.041
0,25.075
0,25.108
0,25.141
0,25.175
0,25.208
0,25.242
0,25.275
0,25.309
0,25.341
0,25.375
0,25.425
0,25.458
0,25.492
0,25.558
0,25.659
0,25.959
0,26.059
0,26.159
0,26.259
0,26.376
0,26.476
5.326231691078553,27.227
121.21212121211661,27.26
88.23529411764986,27.294
90.90909090908747,27.327
90.90909090909724,27.36
90.90909090908747,27.393
88.23529411764986,27.427
121.21212121211661,27.46
90.90909090909724,27.493
88.23529411764065,27.527
29.411764705883286,27.561
60.60606060605831,27.594
90.90909090909724,27.627
117.64705882352085,27.661
90.90909090909724,27.694
88.23529411764065,27.728
62.49999999999994,27.76
88.23529411764986,27.794
88.23529411764986,27.828
121.21212121211661,27.861
117.64705882353314,27.895
93.74999999999991,27.927
58.82352941176657,27.961
88.23529411764065,27.995
121.21212121212967,28.028
90.90909090908747,28.061
60.60606060605831,28.094
58.82352941176657,28.128
90.90909090908747,28.161
58.82352941176657,28.195
30.303030303029153,28.228
60.60606060606484,28.261
60.60606060605831,28.294
29.411764705883286,28.328
58.82352941176657,28.362
60.60606060605831,28.395
30.303030303029153,28.428
29.411764705883286,28.462
30.303030303029153,28.495
15.151515151515392,28.561
0,28.595
30.303030303029153,28.628
0,28.662
0,28.695
28.571428571428456,28.73
0,28.761
0,28.795
0,28.83
0,28.861
-28.571428571428456,28.896
0,28.929
0,28.962
0,28.995
0,29.028
0,29.062
0,29.095
0,29.128
0,29.162
0,29.196
0,29.229
0,29.262
0,29.295
0,29.329
0,29.362
0,29.395
0,29.429
0,29.462
0,29.495
0,29.529
0,29.563
0,29.595
0,29.629
