x,Time
0,0.0
0,0.601
0,0.651
0,0.934
3,1.085
4,1.152
5,1.201
6,1.235
8,1.268
9,1.302
10,1.335
11,1.368
13,1.402
15,1.435
16,1.469
18,1.501
19,1.535
20,1.585
21,1.635
22,1.752
21,1.952
20,2.003
19,2.036
18,2.069
17,2.102
16,2.135
15,2.169
14,2.269
13,2.403
14,2.553
15,2.586
20,2.62
29,2.653
38,2.686
45,2.72
51,2.753
56,2.786
60,2.819
64,2.853
70,2.886
75,2.92
79,2.953
83,2.986
89,3.02
94,3.053
100,3.087
108,3.12
113,3.154
118,3.186
125,3.221
130,3.254
134,3.287
142,3.321
149,3.354
156,3.387
162,3.42
167,3.454
172,3.487
179,3.52
184,3.554
189,3.587
195,3.621
199,3.654
203,3.687
206,3.721
208,3.754
210,3.787
211,3.821
212,3.854
212,3.888
213,3.938
213,3.971
213,4.005
213,4.038
213,4.071
213,4.105
213,4.138
213,4.172
213,4.205
213,4.237
213,4.271
213,4.305
213,4.405
214,4.688
215,4.722
218,4.755
220,4.788
222,4.821
231,4.855
240,4.889
247,4.922
253,4.955
257,4.989
263,5.022
272,5.055
280,5.089
285,5.122
289,5.155
292,5.189
296,5.222
301,5.255
306,5.289
309,5.322
311,5.356
313,5.389
314,5.422
316,5.456
317,5.489
319,5.522
320,5.556
321,5.589
322,5.623
322,5.656
323,5.689
323,5.723
324,5.756
324,5.789
325,5.823
326,5.856
326,5.889
327,5.923
328,5.973
330,6.006
333,6.04
334,6.073
336,6.106
337,6.139
338,6.173
339,6.206
341,6.24
344,6.273
348,6.307
352,6.34
353,6.373
355,6.406
357,6.441
359,6.473
359,6.507
360,6.54
361,6.574
362,6.607
363,6.657
364,6.691
366,6.724
368,6.757
370,6.791
373,6.824
376,6.857
380,6.89
385,6.924
390,6.957
393,6.991
396,7.024
398,7.057
400,7.091
401,7.124
402,7.157
403,7.191
404,7.224
405,7.258
405,7.291
406,7.325
408,7.358
410,7.391
413,7.425
415,7.458
417,7.491
419,7.525
421,7.558
423,7.591
425,7.625
428,7.658
430,7.692
432,7.725
434,7.758
435,7.791
437,7.825
438,7.858
439,7.891
441,7.925
442,7.958
443,7.992
444,8.025
446,8.058
447,8.091
448,8.125
449,8.158
450,8.192
450,8.225
451,8.258
452,8.292
452,8.325
453,8.375
454,8.492
455,8.626
456,8.776
457,8.842
459,8.875
463,8.909
466,8.942
469,8.976
471,9.009
473,9.042
475,9.076
477,9.109
480,9.143
482,9.176
483,9.209
485,9.243
486,9.276
487,9.309
488,9.343
489,9.376
490,9.41
491,9.443
492,9.476
493,9.511
495,9.543
497,9.576
499,9.611
501,9.643
502,9.677
504,9.711
505,9.743
507,9.777
508,9.811
510,9.843
512,9.877
516,9.911
518,9.943
521,9.977
523,10.011
524,10.044
526,10.077
527,10.11
528,10.144
529,10.177
530,10.21
531,10.243
532,10.277
533,10.311
534,10.377
535,10.444
536,10.544
537,10.644
537,10.694
537,10.994
538,11.244
538,11.278
538,11.312
538,11.346
538,11.378
538,11.411
538,11.445
538,11.478
538,11.512
538,11.545
538,11.612
539,11.645
539,11.679
539,11.712
539,11.745
539,11.795
539,11.828
539,11.862
539,11.929
540,11.978
540,12.012
543,12.046
547,12.079
550,12.112
551,12.146
552,12.179
553,12.212
554,12.246
555,12.312
556,12.362
557,12.396
558,12.43
559,12.463
561,12.496
562,12.529
563,12.562
565,12.596
567,12.629
569,12.663
572,12.696
575,12.729
579,12.763
584,12.796
589,12.829
594,12.863
597,12.896
600,12.93
603,12.963
605,12.996
608,13.03
610,13.064
612,13.096
614,13.13
615,13.163
617,13.196
621,13.231
624,13.263
628,13.297
630,13.331
632,13.364
633,13.397
634,13.431
635,13.481
635,13.513
635,13.547
635,13.581
635,13.614
635,13.647
635,13.68
635,13.714
635,13.748
635,13.781
635,13.814
635,13.847
635,13.881
635,13.914
635,13.947
635,13.981
635,14.014
635,14.048
635,14.081
636,14.114
636,14.148
636,14.181
636,14.213
636,14.264
636,14.365
637,14.398
637,14.465
638,14.498
638,14.565
639,14.615
639,14.682
639,14.799
640,14.832
641,15.065
642,15.165
642,15.198
644,15.233
645,15.265
646,15.299
648,15.332
649,15.365
650,15.399
651,15.432
652,15.465
653,15.5
654,15.532
656,15.565
657,15.599
660,15.632
662,15.666
664,15.699
666,15.732
667,15.766
669,15.8
671,15.832
672,15.866
673,15.899
674,15.933
675,15.966
676,15.999
677,16.033
678,16.066
679,16.099
679,16.134
680,16.166
681,16.201
681,16.233
681,16.266
682,16.299
682,16.333
683,16.366
683,16.4
683,16.433
683,16.467
684,16.5
684,16.533
684,16.567
684,16.601
685,16.634
685,16.667
685,16.701
685,16.733
685,16.767
685,16.801
685,16.834
685,16.867
686,16.901
686,16.934
686,16.967
686,17.001
686,17.034
686,17.067
686,17.1
686,17.134
686,17.167
687,17.201
687,17.234
687,17.267
687,17.302
687,17.335
687,17.368
687,17.401
687,17.434
687,17.468
687,17.501
687,17.534
687,17.567
688,17.601
688,17.634
688,17.668
689,17.701
689,17.734
689,17.768
689,17.802
689,17.835
689,17.868
689,17.901
689,17.951
689,18.068
688,18.151
687,18.251
686,18.285
685,18.318
684,18.352
683,18.385
682,18.435
681,18.468
680,18.503
678,18.535
676,18.568
674,18.602
673,18.669
672,18.735
671,18.852
670,18.902
669,18.969
668,19.003
667,19.036
666,19.069
664,19.102
662,19.136
660,19.169
659,19.203
659,19.236
658,19.269
657,19.303
657,19.336
655,19.369
654,19.403
653,19.436
653,19.469
653,19.503
653,19.537
653,19.569
653,19.603
653,19.636
653,19.669
653,19.703
653,19.736
653,19.77
653,19.803
653,19.837
653,19.87
653,19.903
653,19.937
653,19.97
653,20.053
653,20.187
652,20.704
651,20.771
646,20.804
642,20.837
637,20.871
635,20.904
633,20.937
632,20.971
631,21.004
629,21.038
627,21.071
626,21.105
625,21.138
624,21.171
624,21.205
623,21.238
623,21.271
623,21.305
622,21.338
622,21.372
622,21.405
622,21.438
621,21.472
621,21.505
621,21.538
621,21.572
621,21.605
621,21.638
621,21.672
621,21.705
621,21.739
621,21.772
621,21.805
621,21.838
621,21.872
621,21.905
621,21.938
621,21.972
621,22.005
621,22.105
621,22.239
620,22.406
619,22.473
618,22.506
617,22.539
615,22.573
613,22.606
610,22.639
607,22.672
604,22.706
600,22.739
596,22.773
592,22.806
589,22.839
588,22.873
587,22.906
587,22.939
587,22.973
586,23.006
586,23.04
586,23.073
586,23.106
586,23.14
586,23.173
586,23.206
586,23.241
586,23.273
586,23.307
586,23.341
586,23.374
