vy,Time
3.327787021630616,0.0
3.327787021630616,0.601
19.999999999999982,0.651
3.5335689045936394,0.934
0,1.085
0,1.152
0,1.201
0,1.235
0,1.268
0,1.302
0,1.335
0,1.368
-29.41176470588252,1.402
0,1.435
0,1.469
0,1.501
0,1.535
0,1.585
0,1.635
0,1.752
0,1.952
0,2.003
0,2.036
0,2.069
0,2.102
0,2.135
0,2.169
0,2.269
0,2.403
0,2.553
0,2.586
0,2.62
0,2.653
0,2.686
0,2.72
0,2.753
0,2.786
0,2.819
0,2.853
0,2.886
0,2.92
0,2.953
0,2.986
0,3.02
0,3.053
0,3.087
0,3.12
0,3.154
0,3.186
0,3.221
0,3.254
0,3.287
0,3.321
0,3.354
0,3.387
0,3.42
0,3.454
0,3.487
0,3.52
0,3.554
0,3.587
0,3.621
0,3.654
0,3.687
0,3.721
0,3.754
0,3.787
0,3.821
0,3.854
29.41176470588252,3.888
19.999999999999893,3.938
30.30303030303038,3.971
58.82352941176504,4.005
60.60606060605994,4.038
60.60606060606157,4.071
88.23529411764525,4.105
90.90909090909236,4.138
58.82352941176504,4.172
60.60606060605994,4.205
31.24999999999997,4.237
29.41176470588252,4.271
29.41176470588252,4.305
9.999999999999947,4.405
0,4.688
0,4.722
0,4.755
0,4.788
0,4.821
0,4.855
0,4.889
0,4.922
0,4.955
0,4.989
0,5.022
30.303030303030784,5.055
0,5.089
0,5.122
0,5.155
0,5.189
30.30303030302997,5.222
0,5.255
0,5.289
0,5.322
29.41176470588252,5.356
0,5.389
0,5.422
29.41176470588175,5.456
0,5.489
30.30303030302997,5.522
58.82352941176504,5.556
30.30303030302997,5.589
29.41176470588252,5.623
30.303030303030784,5.656
60.60606060605994,5.689
29.41176470588252,5.723
30.30303030302997,5.756
30.303030303030784,5.789
29.41176470588175,5.823
0,5.856
30.30303030302997,5.889
0,5.923
0,5.973
30.30303030302997,6.006
0,6.04
0,6.073
0,6.106
30.30303030302997,6.139
0,6.173
0,6.206
0,6.24
0,6.273
0,6.307
30.303030303030784,6.34
30.30303030302997,6.373
30.303030303030784,6.406
28.571428571428456,6.441
0,6.473
29.41176470588252,6.507
0,6.54
29.41176470588252,6.574
0,6.607
0,6.657
29.41176470588252,6.691
0,6.724
0,6.757
29.41176470588175,6.791
0,6.824
30.30303030302997,6.857
0,6.89
29.41176470588175,6.924
30.303030303030784,6.957
0,6.991
30.30303030302997,7.024
0,7.057
29.41176470588252,7.091
0,7.124
30.30303030302997,7.157
0,7.191
0,7.224
0,7.258
30.30303030302997,7.291
29.41176470588252,7.325
30.303030303030784,7.358
30.30303030302997,7.391
58.82352941176504,7.425
60.60606060605994,7.458
60.60606060606157,7.491
58.8235294117635,7.525
30.303030303030784,7.558
30.30303030302997,7.591
29.41176470588252,7.625
0,7.658
29.41176470588252,7.692
0,7.725
30.30303030302997,7.758
30.30303030302997,7.791
0,7.825
30.303030303030784,7.858
30.30303030302997,7.891
29.41176470588252,7.925
30.30303030302997,7.958
29.41176470588252,7.992
30.30303030302997,8.025
30.303030303030784,8.058
0,8.091
29.41176470588175,8.125
0,8.158
29.41176470588175,8.192
30.303030303030784,8.225
0,8.258
0,8.292
30.303030303030784,8.325
0,8.375
0,8.492
0,8.626
0,8.776
0,8.842
0,8.875
0,8.909
0,8.942
0,8.976
0,9.009
0,9.042
0,9.076
0,9.109
0,9.143
0,9.176
0,9.209
0,9.243
0,9.276
0,9.309
0,9.343
0,9.376
0,9.41
0,9.443
0,9.476
0,9.511
0,9.543
0,9.576
0,9.611
0,9.643
0,9.677
0,9.711
0,9.743
0,9.777
0,9.811
0,9.843
0,9.877
-29.411764705883286,9.911
0,9.943
-29.41176470588175,9.977
-29.411764705883286,10.011
0,10.044
90.90909090909236,10.077
0,10.11
0,10.144
0,10.177
0,10.21
0,10.243
0,10.277
0,10.311
0,10.377
0,10.444
0,10.544
0,10.644
39.99999999999943,10.694
3.333333333333345,10.994
0,11.244
29.41176470588175,11.278
29.411764705883286,11.312
29.41176470588175,11.346
62.49999999999994,11.378
30.303030303030784,11.411
58.8235294117635,11.445
30.303030303030784,11.478
29.41176470588175,11.512
30.303030303030784,11.545
14.92537313432832,11.612
0,11.645
29.41176470588175,11.679
30.303030303030784,11.712
30.303030303030784,11.745
19.999999999999716,11.795
30.303030303030784,11.828
29.41176470588175,11.862
14.92537313432832,11.929
20.408163265306335,11.978
29.41176470588175,12.012
0,12.046
30.303030303029153,12.079
0,12.112
0,12.146
30.303030303030784,12.179
0,12.212
0,12.246
0,12.312
0,12.362
0,12.396
0,12.43
0,12.463
0,12.496
0,12.529
0,12.562
0,12.596
0,12.629
0,12.663
0,12.696
0,12.729
0,12.763
0,12.796
0,12.829
0,12.863
0,12.896
0,12.93
0,12.963
0,12.996
0,13.03
0,13.064
0,13.096
0,13.13
0,13.163
0,13.196
0,13.231
0,13.263
0,13.297
0,13.331
30.303030303029153,13.364
0,13.397
0,13.431
0,13.481
31.24999999999997,13.513
58.8235294117635,13.547
29.411764705883286,13.581
60.60606060605831,13.614
60.60606060606157,13.647
60.60606060606157,13.68
88.23529411764525,13.714
88.23529411764986,13.748
90.90909090908747,13.781
121.21212121212314,13.814
151.51515151515392,13.847
117.647058823527,13.881
90.90909090909236,13.914
60.60606060606157,13.947
117.647058823527,13.981
90.90909090909236,14.014
88.23529411764525,14.048
60.60606060606157,14.081
30.303030303029153,14.114
29.411764705883286,14.148
30.303030303030784,14.181
31.24999999999997,14.213
19.607843137254843,14.264
9.900990099009816,14.365
0,14.398
14.92537313432832,14.465
30.303030303030784,14.498
14.92537313432832,14.565
0,14.615
14.92537313432832,14.682
8.547008547008613,14.799
0,14.832
0,15.065
0,15.165
30.303030303029153,15.198
0,15.233
0,15.265
0,15.299
30.303030303029153,15.332
0,15.365
0,15.399
30.303030303029153,15.432
0,15.465
28.571428571428456,15.5
31.24999999999997,15.532
60.60606060606157,15.565
29.41176470588175,15.599
60.60606060606157,15.632
58.8235294117635,15.666
60.60606060606157,15.699
90.90909090909236,15.732
147.05882352940876,15.766
117.647058823527,15.8
93.74999999999991,15.832
58.82352941176657,15.866
90.90909090909236,15.899
88.23529411764525,15.933
90.90909090909236,15.966
121.21212121211661,15.999
117.647058823527,16.033
121.21212121212967,16.066
121.21212121211661,16.099
142.85714285714226,16.134
124.99999999999989,16.166
114.28571428571382,16.201
93.74999999999991,16.233
121.21212121212967,16.266
121.21212121211661,16.299
176.47058823529972,16.333
121.21212121211661,16.366
147.05882352941643,16.4
181.81818181817493,16.433
147.05882352941643,16.467
151.51515151514576,16.5
151.51515151514576,16.533
117.64705882353314,16.567
176.47058823529972,16.601
181.81818181817493,16.634
181.81818181817493,16.667
117.64705882353314,16.701
218.7499999999998,16.733
205.882352941183,16.767
235.2941176470663,16.801
212.12121212120408,16.834
181.81818181817493,16.867
147.05882352941643,16.901
212.12121212120408,16.934
181.8181818181945,16.967
147.05882352940108,17.001
212.12121212122693,17.034
181.81818181817493,17.067
212.12121212120408,17.1
176.47058823529972,17.134
212.12121212120408,17.167
205.882352941183,17.201
181.81818181817493,17.234
151.51515151516207,17.267
199.99999999999918,17.302
181.81818181817493,17.335
121.21212121212967,17.368
242.42424242423323,17.401
181.81818181817493,17.434
147.05882352941643,17.468
181.81818181817493,17.501
151.51515151516207,17.534
90.90909090908747,17.567
117.64705882353314,17.601
121.21212121211661,17.634
117.64705882353314,17.668
90.90909090908747,17.701
90.90909090908747,17.734
58.82352941176657,17.768
29.411764705883286,17.802
30.303030303029153,17.835
60.60606060606484,17.868
30.303030303029153,17.901
19.999999999999716,17.951
8.547008547008483,18.068
0,18.151
0,18.251
0,18.285
0,18.318
0,18.352
0,18.385
0,18.435
0,18.468
0,18.503
0,18.535
0,18.568
0,18.602
0,18.669
0,18.735
0,18.852
0,18.902
14.92537313432832,18.969
29.411764705883286,19.003
30.303030303029153,19.036
60.60606060606484,19.069
60.60606060605831,19.102
88.23529411764986,19.136
90.90909090908747,19.169
117.64705882353314,19.203
90.90909090908747,19.236
151.51515151516207,19.269
147.05882352940108,19.303
90.90909090909724,19.336
90.90909090908747,19.369
117.64705882353314,19.403
121.21212121211661,19.436
151.51515151514576,19.469
117.64705882353314,19.503
147.05882352941643,19.537
124.99999999999989,19.569
117.64705882352085,19.603
90.90909090909724,19.636
90.90909090908747,19.669
117.64705882353314,19.703
60.60606060605831,19.736
88.23529411764986,19.77
60.60606060605831,19.803
29.411764705883286,19.837
30.303030303029153,19.87
30.30303030303242,19.903
29.411764705880213,19.937
30.30303030303242,19.97
12.048192771084052,20.053
7.46268656716416,20.187
0,20.704
0,20.771
30.30303030303242,20.804
0,20.837
0,20.871
0,20.904
0,20.937
0,20.971
0,21.004
29.411764705883286,21.038
0,21.071
0,21.105
0,21.138
0,21.171
29.411764705883286,21.205
60.60606060605831,21.238
60.60606060605831,21.271
58.82352941176657,21.305
30.303030303029153,21.338
58.82352941176657,21.372
60.60606060605831,21.405
30.30303030303242,21.438
88.23529411764065,21.472
60.60606060606484,21.505
60.60606060605831,21.538
29.411764705883286,21.572
90.90909090908747,21.605
30.303030303029153,21.638
58.82352941176657,21.672
30.30303030303242,21.705
58.823529411760425,21.739
60.60606060606484,21.772
60.60606060605831,21.805
90.90909090908747,21.838
58.82352941176657,21.872
90.90909090908747,21.905
30.30303030303242,21.938
29.411764705880213,21.972
30.30303030303242,22.005
9.999999999999858,22.105
-7.46268656716416,22.239
0,22.406
0,22.473
0,22.506
0,22.539
0,22.573
0,22.606
0,22.639
0,22.672
0,22.706
0,22.739
29.411764705883286,22.773
30.303030303029153,22.806
30.30303030303242,22.839
29.411764705880213,22.873
60.60606060606484,22.906
60.60606060605831,22.939
29.411764705883286,22.973
90.90909090908747,23.006
58.82352941176657,23.04
60.60606060605831,23.073
60.60606060605831,23.106
58.82352941176657,23.14
90.90909090909724,23.173
60.60606060605831,23.206
57.14285714285691,23.241
31.24999999999997,23.273
58.82352941176657,23.307
29.411764705880213,23.341
30.30303030303242,23.374
60.60606060605831,23.407
29.411764705883286,23.441
62.49999999999994,23.473
29.411764705880213,23.507
58.82352941176657,23.541
60.60606060605831,23.574
60.60606060606484,23.607
29.411764705883286,23.641
30.303030303029153,23.674
30.303030303029153,23.707
58.82352941176657,23.741
30.303030303029153,23.774
30.30303030303242,23.807
29.411764705880213,23.841
15.151515151515392,23.907
14.92537313432832,23.974
12.048192771084569,24.057
0,24.174
0,24.425
0,24.491
0,24.525
0,24.558
0,24.592
0,24.625
0,24.658
30.30303030303242,24.691
0,24.725
0,24.758
0,24.792
0,24.825
29.411764705880213,24.859
0,24.892
60.60606060605831,24.925
121.21212121212967,24.958
147.05882352940108,24.992
212.12121212122693,25.025
147.05882352940108,25.059
90.90909090909724,25.092
58.823529411760425,25.126
30.30303030303242,25.159
30.303030303029153,25.192
30.303030303029153,25.225
11.904761904761957,25.309
15.151515151515392,25.375
58.82352941176657,25.409
90.90909090908747,25.442
90.90909090908747,25.475
88.23529411764986,25.509
121.21212121211661,25.542
121.21212121212967,25.575
88.23529411764065,25.609
90.90909090909724,25.642
29.411764705883286,25.676
60.60606060605831,25.709
88.23529411764986,25.743
60.60606060605831,25.776
58.82352941176657,25.81
31.24999999999997,25.842
19.999999999999716,25.892
0,26.009
0,26.043
0,26.076
0,26.109
0,26.143
0,26.176
0,26.209
0,26.243
0,26.277
0,26.31
0,26.343
0,26.376
0,26.41
0,26.443
29.411764705883286,26.477
30.303030303029153,26.51
29.411764705883286,26.544
31.24999999999997,26.576
57.14285714285691,26.611
31.24999999999997,26.643
29.411764705883286,26.677
29.411764705883286,26.711
0,26.743
19.999999999999716,26.793
0,26.843
9.90099009900999,26.944
30.303030303029153,26.977
58.82352941176657,27.011
30.303030303029153,27.044
90.90909090908747,27.077
88.23529411764986,27.111
60.60606060606484,27.144
60.60606060605831,27.177
29.411764705883286,27.211
30.303030303029153,27.244
19.999999999999716,27.294
30.303030303029153,27.327
20.000000000001137,27.377
29.411764705880213,27.411
20.000000000001137,27.461
29.411764705880213,27.495
30.30303030303242,27.528
30.303030303029153,27.561
58.82352941176657,27.595
90.90909090908747,27.628
30.303030303029153,27.661
60.60606060606484,27.694
29.411764705880213,27.728
29.411764705883286,27.762
30.303030303029153,27.795
10.101010101010443,27.894
0,28.062
8.62068965517244,28.178
4.608294930875602,28.395
0,28.462
0,28.512
30.303030303029153,28.545
0,28.579
0,28.612
0,28.646
30.30303030303242,28.679
0,28.729
0,28.779
0,28.845
0,28.913
0,28.945
0,28.979
0,29.012
0,29.046
0,29.113
7.518796992481253,29.246
7.518796992481052,29.379
10.000000000000213,29.479
29.411764705880213,29.513
60.60606060606484,29.546
60.60606060605831,29.579
58.82352941176657,29.613
90.90909090908747,29.646
90.90909090909724,29.679
88.23529411764065,29.713
121.21212121212967,29.746
176.4705882352813,29.78
151.51515151516207,29.813
121.21212121211661,29.846
88.23529411764986,29.88
90.90909090908747,29.913
60.60606060605831,29.946
29.411764705883286,29.98
