x,Time
1419,15.182
1419,15.216
1419,15.249
1419,15.282
1419,15.315
1419,15.349
1419,15.382
1419,15.415
1419,15.449
1419,15.482
1418,15.515
1418,15.549
1418,15.582
1418,15.616
1418,15.649
1418,15.682
1418,15.716
1419,16.199
1419,16.683
1419,16.75
1419,16.784
1419,16.816
1419,16.85
1419,16.883
1419,16.917
1419,16.95
1419,16.983
1419,17.017
1419,17.05
1419,17.084
1419,17.117
1419,17.15
1419,17.184
1419,17.234
1419,17.284
1419,17.351
1419,17.384
1419,17.434
1419,17.468
1419,17.501
1419,17.534
1419,17.568
1419,17.601
1419,17.634
1419,17.668
1419,17.701
1419,17.734
1419,17.768
1419,17.801
1419,17.835
1419,17.868
1419,17.901
1419,17.934
1419,17.968
1419,18.001
1419,18.035
1419,18.068
1419,18.101
1419,18.134
1419,18.168
1419,18.201
1419,18.235
1419,18.268
1419,18.301
1419,18.335
1419,18.368
1419,18.402
1419,18.435
1419,18.468
1419,18.501
1419,18.536
1419,18.568
1419,18.602
1419,18.635
1419,18.668
1419,18.702
1419,18.735
1419,18.768
1419,18.802
1419,18.835
1419,18.868
1419,18.902
1419,18.936
1419,18.969
1419,19.002
1419,19.036
1419,19.069
1419,19.102
1419,19.135
1419,19.169
1419,19.203
1419,19.236
1419,19.269
1419,19.302
1419,19.336
1419,19.369
1418,19.403
1418,19.436
1418,19.469
1418,19.503
1418,19.536
1417,19.569
1417,19.603
1417,19.636
1417,19.67
1416,19.703
1416,19.737
1415,19.787
1411,19.82
1408,19.854
1406,19.886
1405,19.92
1404,19.953
1404,19.986
1403,20.02
1403,20.054
1403,20.086
1402,20.17
1402,20.237
1402,20.27
1402,20.304
1402,20.337
1402,20.37
1402,20.404
1402,20.437
1402,20.487
1402,20.521
1402,20.554
1402,20.587
1401,20.62
1401,20.654
1401,20.687
1401,20.721
1400,20.754
1399,20.788
1399,20.821
1398,20.854
1397,20.888
1397,20.921
1396,20.988
1395,21.054
1395,21.121
1394,21.155
1393,21.188
1393,21.221
1392,21.254
1392,21.288
1391,21.321
1391,21.355
1390,21.388
1390,21.421
1389,21.454
1389,21.488
1389,21.521
1389,21.554
1388,21.588
1388,21.638
1387,21.671
1387,21.722
1386,21.756
1385,21.805
1384,21.855
1384,21.905
1383,21.939
1382,21.972
1382,22.006
1381,22.039
1380,22.072
1379,22.156
1378,22.206
1377,22.255
1376,22.289
1375,22.338
1374,22.372
1373,22.405
1372,22.439
1371,22.472
1370,22.506
1369,22.539
1368,22.572
1367,22.606
1366,22.656
1365,22.706
1364,22.756
1363,22.806
1363,22.839
1363,22.873
1362,22.923
1362,22.956
1362,23.006
1362,23.039
1362,23.073
1362,23.106
1362,23.14
1362,23.173
1362,23.206
1361,23.24
1361,23.274
1361,23.306
1361,23.39
1360,23.44
1359,23.574
1357,23.607
1351,23.64
1348,23.673
1347,23.707
1346,23.74
1346,23.773
1346,23.824
1345,23.908
1345,23.94
1344,24.04
1343,24.174
1343,24.291
1342,24.324
1341,24.424
1340,24.508
1339,24.574
1338,24.624
1337,24.674
1336,24.708
1336,24.742
1335,24.775
1334,24.808
1333,24.841
1332,24.875
1332,24.908
1331,24.942
1330,24.975
1329,25.008
1328,25.041
1327,25.075
1326,25.108
1325,25.142
1323,25.175
1322,25.208
1320,25.241
1319,25.275
1317,25.309
1316,25.342
1314,25.375
1313,25.409
1312,25.442
1311,25.475
1310,25.508
1309,25.542
1309,25.575
1308,25.609
1307,25.642
1306,25.675
1305,25.709
1304,25.743
1302,25.775
1301,25.809
1299,25.842
1298,25.876
1297,25.909
1295,25.942
1293,25.976
1292,26.009
1291,26.042
1290,26.076
1289,26.109
1288,26.143
1286,26.176
1285,26.209
1283,26.243
1282,26.276
1280,26.31
1279,26.343
1277,26.376
1276,26.41
1274,26.443
1273,26.476
1272,26.51
1271,26.543
1270,26.576
1269,26.609
1268,26.643
1266,26.676
1265,26.711
1264,26.744
1252,26.776
1245,26.81
1244,26.843
1244,26.877
1244,26.91
1244,26.943
1244,26.977
1244,27.027
1244,27.111
1244,27.16
1244,27.194
1243,27.227
1243,27.26
1243,27.294
1243,27.328
1242,27.361
1242,27.394
1242,27.427
1241,27.461
1240,27.578
1240,27.611
1240,27.644
1239,27.678
1239,27.711
1238,27.744
1238,27.778
1238,27.811
1237,27.844
1236,27.878
1234,27.911
1232,27.945
1230,27.978
1228,28.011
1226,28.044
1224,28.078
1222,28.111
1221,28.144
1219,28.178
1218,28.211
1217,28.245
1215,28.278
1214,28.311
1212,28.345
1210,28.378
1208,28.413
1206,28.446
1202,28.478
1199,28.512
1194,28.545
1191,28.578
1189,28.612
1187,28.645
1186,28.678
1185,28.712
1184,28.745
1184,28.778
1184,28.812
1184,28.846
1183,28.879
1183,28.912
1183,28.945
1183,28.979
1183,29.012
1183,29.046
1183,29.079
1183,29.112
1183,29.146
1183,29.179
1182,29.212
1182,29.246
1181,29.296
1180,29.329
1178,29.363
1176,29.396
1173,29.429
1171,29.463
1169,29.496
1168,29.529
1167,29.562
1166,29.629
1165,29.663
1164,29.696
1161,29.73
1157,29.763
1152,29.796
1150,29.829
1148,29.863
1146,29.896
1144,29.93
1143,29.963
1141,29.996
1140,30.03
1138,30.063
1137,30.096
1135,30.13
1133,30.163
1131,30.196
1129,30.23
1126,30.263
1123,30.297
1120,30.33
1118,30.363
1114,30.397
1111,30.43
1109,30.463
1106,30.497
1102,30.53
1099,30.564
1096,30.597
1094,30.631
1092,30.664
1090,30.698
1088,30.73
1086,30.764
1084,30.798
1083,30.83
1082,30.864
1081,30.898
1080,30.948
1080,30.998
1079,31.048
1078,31.098
1078,31.131
1078,31.164
1077,31.214
1077,31.248
1077,31.314
1076,31.348
1076,31.381
1074,31.414
1072,31.448
1069,31.481
1066,31.516
1063,31.548
1061,31.581
1059,31.615
1058,31.648
1057,31.681
1056,31.715
1054,31.748
1052,31.781
1051,31.815
1048,31.848
1045,31.881
1042,31.915
1038,31.948
1034,31.982
1029,32.015
1024,32.049
1018,32.082
1014,32.115
1009,32.148
1006,32.182
1003,32.215
1002,32.249
1000,32.282
999,32.315
998,32.349
997,32.382
996,32.415
996,32.449
996,32.482
995,32.516
995,32.549
995,32.583
995,32.616
995,32.649
995,32.682
994,32.716
994,32.749
993,32.783
992,32.816
990,32.849
988,32.884
986,32.916
983,32.949
980,32.983
978,33.016
974,33.049
971,33.083
970,33.116
968,33.149
965,33.183
962,33.216
960,33.25
957,33.283
954,33.316
951,33.35
949,33.383
944,33.417
940,33.45
936,33.483
934,33.517
932,33.55
930,33.584
927,33.618
924,33.65
922,33.683
919,33.717
917,33.75
915,33.783
913,33.816
909,33.85
906,33.884
903,33.917
900,33.951
899,33.984
897,34.018
896,34.051
895,34.084
893,34.118
891,34.151
888,34.184
886,34.218
883,34.25
880,34.284
877,34.318
875,34.351
872,34.384
869,34.418
867,34.451
864,34.485
863,34.518
861,34.551
858,34.584
855,34.618
851,34.651
847,34.684
841,34.718
835,34.751
829,34.785
822,34.818
817,34.851
813,34.885
809,34.918
806,34.951
802,34.985
799,35.018
795,35.051
791,35.085
785,35.118
781,35.152
774,35.185
767,35.218
760,35.252
753,35.285
747,35.319
740,35.352
732,35.385
724,35.418
719,35.452
712,35.485
705,35.518
699,35.552
691,35.585
686,35.619
678,35.652
670,35.685
664,35.719
657,35.752
650,35.785
643,35.819
637,35.853
630,35.886
622,35.919
615,35.952
609,35.986
601,36.019
595,36.052
587,36.086
580,36.119
577,36.153
572,36.186
567,36.219
564,36.253
562,36.286
560,36.32
559,36.353
558,36.436
557,36.586
556,36.62
555,36.653
554,36.686
553,36.72
553,36.753
553,36.786
553,36.82
553,36.853
553,36.887
553,36.92
553,36.953
553,36.987
553,37.02
553,37.053
553,37.087
553,37.12
553,37.153
552,37.188
552,37.22
552,37.254
552,37.304
552,37.337
552,37.371
552,37.404
552,37.437
552,37.471
552,37.504
552,37.538
552,37.57
552,37.604
552,37.638
552,37.671
552,37.704
552,37.738
552,37.771
552,37.804
552,37.838
552,37.871
552,37.905
550,37.938
549,37.971
549,38.004
547,38.038
546,38.071
543,38.104
541,38.138
540,38.171
538,38.205
537,38.238
536,38.271
535,38.338
534,38.455
534,38.488
533,38.555
532,38.622
532,38.655
532,38.705
532,38.738
532,38.772
532,38.805
532,38.838
533,38.872
533,38.905
533,38.939
534,38.972
534,39.005
533,39.039
533,39.072
532,39.105
532,39.139
531,39.172
531,39.205
530,39.239
529,39.289
528,39.339
527,39.373
526,39.422
525,39.472
524,39.522
523,39.556
522,39.59
521,39.623
519,39.656
518,39.689
517,39.723
516,39.773
515,39.873
515,39.99
515,40.023
516,40.056
516,40.09
516,40.123
516,40.156
516,40.19
515,40.223
515,40.257
515,40.29
515,40.323
515,40.374
515,40.408
514,40.44
514,40.474
514,40.507
514,40.54
513,40.574
513,40.608
512,40.64
512,40.674
512,40.707
511,40.741
511,40.774
510,40.807
510,40.858
510,40.924
509,40.958
509,40.991
508,41.024
507,41.091
506,41.141
506,41.191
506,41.224
505,41.258
504,41.324
504,41.408
503,41.441
502,41.491
502,41.525
501,41.558
501,41.608
500,41.675
500,42.075
500,42.109
500,42.142
500,42.175
500,42.209
500,42.242
500,42.293
499,42.409
498,42.492
497,42.525
495,42.559
493,42.592
491,42.626
489,42.659
488,42.71
488,42.743
487,42.776
487,42.81
487,42.843
487,42.876
487,42.91
487,43.027
486,43.059
486,43.093
486,43.143
486,43.176
486,43.209
485,43.243
485,43.276
485,43.31
485,43.343
485,43.377
485,43.41
485,43.444
485,43.493
485,43.526
485,43.577
486,43.61
486,43.644
486,43.677
486,43.711
487,43.744
487,43.777
487,43.81
487,43.843
487,43.878
487,43.911
487,43.944
487,43.994
487,44.028
487,44.061
487,44.094
487,44.127
487,44.161
487,44.194
487,44.228
487,44.261
487,44.294
487,44.328
487,44.361
486,44.395
484,44.428
483,44.478
482,44.511
481,44.544
481,44.578
480,44.611
479,44.745
479,44.812
479,44.945
479,45.028
479,45.078
479,45.145
479,45.212
479,45.279
479,45.328
479,45.362
479,45.412
479,45.445
479,45.496
479,45.528
479,45.578
479,45.629
479,45.662
479,45.695
479,45.729
479,45.762
479,45.796
479,45.829
479,45.863
479,45.896
479,45.929
479,45.963
479,45.996
479,46.029
479,46.096
479,46.163
479,46.229
479,46.296
479,46.346
479,46.396
479,46.446
479,46.48
479,46.529
479,46.58
479,46.613
479,46.647
479,46.68
479,46.747
479,46.78
479,46.814
479,46.846
479,46.88
479,46.914
479,46.947
479,46.98
479,47.013
479,47.047
479,47.097
479,47.13
479,47.163
479,47.197
479,47.231
479,47.264
479,47.297
479,47.331
479,47.364
479,47.397
480,47.43
480,47.464
481,47.498
481,47.531
482,47.564
482,47.598
483,47.631
484,47.664
484,47.698
485,47.731
486,47.781
487,47.831
487,47.864
487,47.898
487,47.948
488,47.981
488,48.015
488,48.048
488,48.081
488,48.115
488,48.164
489,48.215
489,48.248
489,48.315
489,48.348
490,48.381
490,48.415
490,48.448
491,48.482
492,48.515
493,48.548
493,48.582
494,48.615
495,48.648
495,48.682
496,48.716
497,48.749
498,48.782
499,48.815
500,48.848
500,48.882
501,48.916
501,48.949
502,48.982
502,49.016
503,49.049
504,49.082
504,49.116
504,49.149
504,49.182
505,49.216
505,49.249
505,49.299
506,49.332
506,49.382
507,49.416
507,49.449
508,49.483
509,49.516
510,49.549
511,49.583
512,49.616
514,49.65
515,49.683
517,49.716
518,49.749
520,49.783
522,49.816
524,49.85
526,49.883
527,49.916
528,49.95
529,49.984
530,50.017
531,50.083
531,50.117
532,50.216
532,50.284
532,50.334
532,50.384
532,50.434
532,50.517
532,50.584
532,50.667
533,50.784
534,50.817
535,50.851
537,50.884
538,50.918
540,50.951
541,50.984
542,51.018
543,51.051
544,51.084
545,51.118
546,51.152
547,51.201
547,51.251
548,51.284
548,51.318
548,51.351
548,51.401
548,51.435
548,51.484
548,51.551
548,51.585
548,51.619
548,51.652
548,51.686
548,51.718
548,51.752
548,51.785
548,51.818
548,51.851
549,51.885
549,51.918
551,51.952
552,51.985
555,52.018
558,52.052
560,52.085
562,52.118
563,52.152
565,52.185
566,52.219
567,52.252
568,52.286
569,52.319
570,52.352
571,52.419
572,52.469
573,52.502
574,52.535
576,52.569
577,52.602
579,52.636
580,52.669
581,52.703
582,52.736
583,52.769
584,52.819
585,52.853
586,52.886
588,52.919
589,52.953
590,52.986
591,53.02
592,53.053
593,53.086
595,53.12
597,53.153
598,53.186
599,53.22
600,53.253
601,53.286
602,53.32
603,53.353
605,53.387
606,53.42
607,53.453
608,53.487
609,53.52
611,53.554
613,53.586
615,53.62
616,53.654
618,53.687
619,53.72
621,53.753
622,53.787
623,53.82
624,53.854
625,53.887
625,53.921
626,53.954
626,53.987
627,54.021
627,54.054
627,54.087
627,54.121
627,54.154
627,54.188
626,54.221
626,54.254
626,54.287
626,54.321
626,54.354
626,54.386
626,54.421
626,54.504
626,54.789
626,54.821
626,54.855
629,54.888
630,54.921
631,54.955
631,54.988
633,55.022
635,55.055
638,55.089
640,55.122
642,55.155
643,55.188
644,55.221
645,55.271
646,55.338
646,56.39
646,56.423
646,56.456
646,56.489
646,56.523
646,56.556
646,56.59
646,56.623
646,56.673
646,56.806
647,56.873
648,56.907
651,56.94
652,56.974
654,57.007
655,57.04
656,57.073
657,57.107
658,57.14
659,57.19
660,57.241
661,57.29
662,57.324
663,57.357
664,57.391
665,57.424
666,57.457
668,57.49
671,57.524
673,57.557
675,57.591
677,57.624
678,57.657
679,57.691
680,57.724
681,57.758
682,57.791
683,57.824
684,57.858
685,57.908
686,57.941
687,57.974
688,58.008
691,58.041
694,58.074
696,58.108
697,58.141
699,58.174
700,58.208
703,58.241
705,58.275
708,58.308
711,58.341
713,58.375
715,58.408
718,58.441
722,58.475
726,58.508
730,58.541
733,58.575
736,58.608
742,58.642
747,58.676
751,58.708
754,58.742
761,58.775
768,58.809
771,58.842
773,58.875
775,58.909
781,58.942
788,58.975
791,59.009
792,59.042
793,59.075
795,59.109
798,59.142
801,59.176
803,59.209
805,59.242
806,59.276
807,59.309
809,59.342
814,59.376
817,59.41
819,59.442
820,59.476
821,59.509
822,59.61
823,59.643
825,59.676
827,59.709
828,59.743
829,59.776
830,59.927
