vy,Time
0,0.0
0,2.286
0,2.319
0,2.352
0,2.386
0,2.42
0,2.453
0,2.486
0,2.519
0,2.553
0,2.586
58.82352941176427,2.62
0,2.653
0,2.687
0,2.719
29.411764705882135,2.753
0,2.787
0,2.82
30.30303030302997,2.853
0,2.887
0,2.92
0,2.954
0,2.988
31.24999999999997,3.02
0,3.053
30.30303030303038,3.086
29.411764705882135,3.12
30.30303030303038,3.153
29.41176470588252,3.187
60.60606060605994,3.22
90.90909090909113,3.253
117.64705882353007,3.287
147.05882352941066,3.321
181.81818181818227,3.354
181.81818181818227,3.387
181.81818181818227,3.42
176.4705882352928,3.454
147.0588235294126,3.488
151.5151515151519,3.521
181.81818181818227,3.554
117.64705882352854,3.588
62.49999999999994,3.62
58.82352941176504,3.654
30.30303030303038,3.687
29.411764705882135,3.721
29.41176470588252,3.755
31.24999999999997,3.787
29.411764705882135,3.821
58.82352941176504,3.855
30.30303030303038,3.888
88.2352941176464,3.922
31.24999999999997,3.954
58.82352941176504,3.988
29.411764705882135,4.022
60.60606060606157,4.055
62.49999999999994,4.087
57.14285714285691,4.122
156.24999999999986,4.154
147.0588235294126,4.188
117.647058823527,4.222
60.60606060606157,4.255
60.60606060605994,4.288
29.41176470588252,4.322
0,4.355
29.41176470588252,4.389
0,4.422
0,4.455
29.41176470588252,4.489
0,4.522
60.60606060606157,4.555
58.8235294117635,4.589
90.90909090909236,4.622
90.90909090908991,4.655
117.64705882353007,4.689
90.90909090908991,4.722
90.90909090909236,4.755
147.0588235294126,4.789
121.21212121211988,4.822
60.60606060605994,4.855
117.64705882353007,4.889
60.60606060606157,4.922
88.23529411764525,4.956
90.90909090909236,4.989
88.23529411764756,5.023
62.49999999999994,5.055
88.23529411764525,5.089
117.64705882353007,5.123
121.21212121212314,5.156
147.05882352940876,5.19
90.90909090909236,5.223
124.99999999999989,5.255
117.64705882353007,5.289
90.90909090908991,5.322
88.23529411764756,5.356
88.23529411764756,5.39
60.60606060605994,5.423
60.60606060605994,5.456
58.82352941176504,5.49
31.24999999999997,5.522
28.571428571428456,5.557
60.60606060606157,5.59
60.60606060605994,5.623
58.82352941176504,5.657
90.90909090908991,5.69
62.49999999999994,5.722
60.60606060606157,5.755
88.23529411764756,5.789
88.23529411764525,5.823
121.21212121212314,5.856
88.23529411764756,5.89
58.8235294117635,5.924
90.90909090909236,5.957
60.60606060605994,5.99
121.21212121212314,6.023
117.647058823527,6.057
151.51515151515392,6.09
151.51515151514985,6.123
151.51515151515392,6.156
147.05882352940876,6.19
117.64705882353007,6.224
121.21212121212314,6.257
121.21212121211988,6.29
151.51515151514985,6.323
117.64705882353007,6.357
151.51515151515392,6.39
88.23529411764525,6.424
124.99999999999989,6.456
88.23529411764756,6.49
88.23529411764756,6.524
60.60606060605994,6.557
88.23529411764756,6.591
29.41176470588252,6.625
62.49999999999994,6.657
20.00000000000007,6.707
8.547008547008547,6.824
0,7.608
0,7.642
30.303030303030784,7.675
29.41176470588252,7.709
30.30303030302997,7.742
60.60606060605994,7.775
29.41176470588252,7.809
30.303030303030784,7.842
58.8235294117635,7.876
0,7.909
30.30303030302997,7.942
30.303030303030784,7.975
29.41176470588175,8.009
60.60606060606157,8.042
60.60606060606157,8.075
58.8235294117635,8.109
90.90909090909236,8.142
90.90909090908747,8.175
58.82352941176657,8.209
60.60606060605831,8.242
58.82352941176657,8.276
60.60606060606157,8.309
30.303030303029153,8.342
58.82352941176657,8.376
30.303030303029153,8.409
60.60606060606157,8.442
29.41176470588175,8.476
30.303030303030784,8.509
30.303030303030784,8.542
29.41176470588175,8.576
30.303030303030784,8.609
29.41176470588175,8.643
31.24999999999997,8.675
58.82352941176657,8.709
19.999999999999716,8.759
58.82352941176657,8.793
30.303030303029153,8.826
60.60606060606157,8.859
60.60606060606157,8.892
58.8235294117635,8.926
29.41176470588175,8.96
60.60606060606157,8.993
30.303030303030784,9.026
29.41176470588175,9.06
31.24999999999997,9.092
29.411764705883286,9.126
30.303030303029153,9.159
29.411764705883286,9.193
30.303030303029153,9.226
58.82352941176657,9.26
30.303030303030784,9.293
58.8235294117635,9.327
62.49999999999994,9.359
57.14285714285691,9.394
90.90909090909236,9.427
58.8235294117635,9.461
62.49999999999994,9.493
58.82352941176657,9.527
90.90909090908747,9.56
60.60606060606157,9.593
58.8235294117635,9.627
60.60606060606157,9.66
58.8235294117635,9.694
31.24999999999997,9.726
58.82352941176657,9.76
58.8235294117635,9.794
60.60606060606157,9.827
60.60606060606157,9.86
58.8235294117635,9.894
90.90909090909236,9.927
60.60606060605831,9.96
58.82352941176657,9.994
88.23529411764525,10.028
60.60606060606157,10.061
60.60606060606157,10.094
60.60606060605831,10.127
58.82352941176657,10.161
60.60606060605831,10.194
60.60606060606157,10.227
58.82352941176657,10.261
60.60606060605831,10.294
58.82352941176657,10.328
60.60606060605831,10.361
30.303030303030784,10.394
58.8235294117635,10.428
60.60606060606157,10.461
60.60606060606157,10.494
29.41176470588175,10.528
90.90909090909236,10.561
60.60606060606157,10.594
58.8235294117635,10.628
88.23529411764525,10.662
60.60606060606157,10.695
60.60606060606157,10.728
60.60606060606157,10.761
88.23529411764525,10.795
58.8235294117635,10.829
90.90909090909236,10.862
60.60606060606157,10.895
60.60606060605831,10.928
29.411764705883286,10.962
60.60606060606157,10.995
58.8235294117635,11.029
30.303030303030784,11.062
30.303030303029153,11.095
29.411764705883286,11.129
60.60606060605831,11.162
60.60606060606157,11.195
58.82352941176657,11.229
30.303030303029153,11.262
60.60606060606157,11.295
29.41176470588175,11.329
30.303030303030784,11.362
30.303030303030784,11.395
19.999999999999716,11.445
20.000000000000426,11.495
14.92537313432832,11.562
30.303030303029153,11.595
14.92537313432832,11.662
0,11.695
29.411764705883286,11.729
19.999999999999716,11.779
29.41176470588175,11.813
60.60606060606157,11.846
60.60606060606157,11.879
30.303030303029153,11.912
58.82352941176657,11.946
60.60606060606157,11.979
60.60606060605831,12.012
30.303030303030784,12.045
58.8235294117635,12.079
30.303030303030784,12.112
29.41176470588175,12.146
30.303030303030784,12.179
29.411764705883286,12.213
60.60606060605831,12.246
20.000000000000426,12.296
30.303030303029153,12.329
29.411764705883286,12.363
0,12.396
30.303030303030784,12.429
29.411764705883286,12.463
30.303030303029153,12.496
0,12.53
30.303030303029153,12.563
0,12.596
29.41176470588175,12.63
0,12.663
0,12.696
29.41176470588175,12.73
0,12.763
0,12.796
0,12.847
0,12.88
0,12.913
0,12.947
0,12.997
30.303030303030784,13.03
30.303030303029153,13.063
28.571428571428456,13.098
31.24999999999997,13.13
30.303030303030784,13.163
29.411764705883286,13.197
30.303030303029153,13.23
20.000000000000426,13.28
29.41176470588175,13.314
30.303030303030784,13.347
30.303030303029153,13.38
30.303030303030784,13.413
29.411764705883286,13.447
58.8235294117635,13.481
30.303030303030784,13.514
30.303030303029153,13.547
29.411764705883286,13.581
60.60606060605831,13.614
30.303030303030784,13.647
