x,Time
0,0.0
4,5.338
11,5.372
19,5.405
29,5.439
37,5.472
46,5.505
58,5.538
69,5.572
77,5.605
87,5.639
93,5.672
100,5.705
105,5.739
110,5.773
113,5.806
116,5.839
120,5.872
123,5.906
125,5.939
127,5.973
130,6.006
131,6.039
134,6.072
137,6.106
140,6.139
144,6.172
147,6.206
150,6.24
155,6.272
158,6.306
161,6.339
163,6.373
166,6.406
168,6.44
171,6.473
174,6.507
176,6.54
178,6.573
180,6.606
181,6.639
183,6.673
184,6.706
185,6.74
186,6.773
187,6.823
188,6.907
189,7.857
190,7.975
191,9.76
192,11.561
193,11.628
194,11.661
195,11.694
196,11.744
197,11.812
198,12.061
199,12.111
200,12.162
201,12.195
203,12.229
205,12.262
207,12.295
209,12.328
211,12.362
214,12.396
215,12.429
216,12.462
218,12.496
219,12.529
220,12.562
222,12.596
224,12.629
227,12.662
229,12.696
231,12.729
233,12.763
235,12.796
237,12.829
239,12.863
242,12.896
244,12.929
247,12.963
249,12.996
250,13.029
252,13.063
253,13.096
255,13.129
256,13.163
257,13.196
258,13.229
260,13.263
261,13.297
263,13.329
265,13.363
267,13.397
268,13.43
270,13.463
271,13.497
273,13.53
274,13.563
276,13.597
277,13.63
279,13.663
282,13.697
284,13.73
285,13.763
287,13.797
288,13.847
289,13.88
290,13.914
291,13.947
292,13.98
294,14.014
295,14.047
296,14.08
298,14.114
300,14.147
301,14.181
302,14.214
303,14.247
304,14.28
305,14.314
306,14.347
307,14.38
308,14.414
309,14.464
310,14.531
311,14.631
312,14.764
313,14.865
314,14.915
315,14.948
316,14.981
317,15.015
318,15.048
319,15.082
320,15.115
321,15.148
322,15.182
323,15.231
324,15.348
325,15.415
326,15.466
327,15.532
328,15.582
329,15.665
330,15.749
331,15.799
332,15.865
332,15.899
333,15.932
333,15.965
333,15.999
334,16.032
334,16.066
334,16.099
334,16.133
334,16.166
334,16.199
334,16.233
334,16.349
335,16.383
336,16.449
337,16.5
338,16.533
339,16.567
340,16.6
341,16.633
342,16.667
343,16.7
344,16.733
345,16.767
346,16.817
347,16.85
348,16.883
349,16.917
351,16.95
353,16.983
356,17.017
357,17.05
360,17.083
362,17.117
365,17.15
368,17.184
371,17.217
374,17.25
376,17.284
379,17.317
382,17.35
385,17.384
390,17.417
393,17.45
396,17.484
399,17.517
404,17.551
409,17.584
412,17.617
416,17.65
420,17.684
426,17.717
430,17.751
434,17.784
440,17.818
445,17.851
449,17.884
454,17.917
460,17.951
465,17.984
470,18.017
476,18.051
482,18.084
487,18.118
493,18.151
499,18.184
504,18.218
512,18.251
518,18.285
525,18.318
532,18.351
538,18.384
546,18.418
552,18.452
558,18.485
566,18.518
572,18.552
577,18.585
585,18.618
592,18.652
599,18.685
606,18.719
612,18.753
620,18.785
627,18.819
636,18.852
644,18.885
651,18.919
660,18.952
667,18.985
676,19.019
683,19.052
691,19.085
699,19.119
708,19.152
718,19.186
726,19.219
734,19.252
741,19.285
749,19.319
755,19.353
761,19.385
766,19.419
769,19.452
772,19.486
776,19.519
779,19.553
782,19.586
784,19.619
786,19.652
788,19.686
790,19.719
791,19.753
793,19.786
794,19.836
795,19.919
795,20.153
795,20.22
795,20.303
795,20.337
795,20.37
795,20.403
795,20.437
795,20.47
795,20.57
795,20.604
795,20.687
795,20.737
795,20.787
796,20.821
797,20.871
797,20.904
799,20.937
800,20.971
802,21.004
803,21.037
804,21.071
805,21.121
806,21.237
807,21.271
808,21.304
811,21.338
814,21.371
817,21.404
819,21.438
821,21.471
823,21.505
824,21.538
825,21.572
826,21.604
827,21.638
829,21.672
832,21.705
835,21.738
840,21.772
842,21.805
845,21.839
848,21.872
851,21.905
853,21.939
856,21.972
858,22.005
860,22.039
861,22.072
863,22.105
865,22.138
868,22.172
870,22.205
873,22.238
875,22.272
877,22.305
879,22.338
882,22.372
885,22.405
889,22.439
892,22.472
894,22.506
896,22.539
899,22.572
901,22.606
904,22.639
907,22.673
910,22.706
912,22.739
915,22.772
918,22.806
922,22.839
925,22.873
928,22.906
930,22.939
932,22.973
934,23.007
936,23.039
938,23.073
941,23.107
943,23.139
945,23.173
946,23.207
946,23.239
947,23.273
947,23.323
948,23.357
948,23.423
949,23.457
950,23.49
951,23.523
952,23.557
954,23.59
956,23.623
959,23.657
961,23.69
963,23.723
966,23.757
